"","from","to","strength"
"548","immigLab","immigCultural",-32.3722345291335
"549","lr_scale","femaleEquality",-47.2416175706676
"550","femaleEquality","gayEquality",-327.450144833929
"551","profile_household_children","noDependentsInHousehold",-41.0413270963286
"552","certaintyUKRemain","euLeaveBigBusiness",-17.7812707822559
"553","immigSelf","profile_education_age",-0.619969205557936
"554","likeCameron","euMore",-54.3847673279415
"555","socialDes_1","socialDes_dk",-67.3692776661028
"556","likeCon","profile_gross_household",-48.5118073615049
"557","likeLab","euParlOverRide",-10.4519998838168
"558","al_scale","socialIdentityGlobalLeave",-19.0892021006584
"559","lr_scale","lr2",-90.2726217786385
"560","al2","education",-15.6039212023061
"561","certaintyUKLeave","euKnow5",-8.93283316891848
"562","proConRemain","immigUKIP",-29.5433763594428
"563","ukCoopCAP","ukCoopMovement",-10.6297551339876
"564","ukCoopEuro","EUIntegrationSelf",-39.1742445021828
"565","immigSelf","likeFarage",-26.7384119777307
"566","Age","bestPM",-69.4333759143838
"567","immigLD","bestOnMII",-2.3837628229885
"568","parentsForeign","friendsEU",-62.2702081020479
"569","EUIntegrationCon","EUIntegrationLD",-64.2361176045288
"570","personality_agreeableness","socialDesScale",-50.7441036023283
"571","immigCultural","immigrantsWelfareState",-25.5886411010015
"572","likeLD","euRefCertainty",-5.9921657880368
"573","immigrantsWelfareState","al1",-18.734460118365
"574","al2","al1",-126.300434596717
"575","gender","femaleEquality",-31.7362807456284
"576","Age","englishness",-64.4371202376442
"577","immigEcon","likeAlanJohnson",-22.0910551066918
"578","gender","riskTaking",-29.4678904203083
"579","likeCorbyn","euLawsLevel",-7.97815270544379
"580","immigLD","ldSupport",-23.3887110891274
"581","polAttention","euKnow2",-4.72333954756323
"582","immigrantsWelfareState","al5",-15.5103801913501
"583","ukCoopWorkers","blackEquality",-8.71501580309268
"584","euCloser","satDemUK",-5.92001552533293
"585","effectsEUNHS","effectsEUTrade",-35.0721907595798
"586","effectsEUTrade","leaveTone",-13.7360105752923
"587","ukCoopEuro","childBenefitsRepatriate",-24.5906671861453
"588","asylumMore","immigEcon",-28.3754351489006
"589","gender","EUIntegrationCon",-34.1514982396657
"590","EUIntegrationLD","proConRemain",-12.7511244650213
"591","lr_scale","education",-11.5946638185269
"592","immigSelf","likeFarron",-10.8981305066955
"593","ukipUnited","likeUKIP",-41.4874681973834
"594","gender","euKnow6",-27.8413265190993
"595","betterDealEU","britainFairShare",-18.1509474078994
"596","immigLD","grnUnited",-15.655550573505
"597","polAttention","noneuMore",-13.2824566930794
"598","Age","education",-94.2993204639351
"599","efficacyEU","immigLab",-27.9154679063868
"600","euLawsLevel","normEU",-10.4221224798475
"601","privateSecondarySchool","RPrivSchnew_dk",-66.614050232658
"602","euUndermineIdentity","euMemberJoin",-22.732916795223
"603","immigSelf","EUIntegrationLab",-13.2180095668591
"604","socialDes_dk","polKnowClegg",-25.9668299524064
"605","likeUKIP","changeImmig",-7.62474329700672
"606","likeFarron","socialIdentityGlobalRemain",-1.4600941927456
"607","marital","Age",-75.4380771839133
"608","likeLab","lr3",-8.45787410161938
"609","certaintyEULD","partyIdEU",-5.95507187724434
"610","immigCon","likeFarage",-37.2281674700862
"611","englishness","parentsForeign",-18.5475145600994
"612","efficacyUnderstand","certaintyEUCon",-5.13330526041864
"613","likeUKIP","euUndermineIdentity",-3.81043938671974
"614","euLeaveVoice","campaigninfoLeave",-13.777789153477
"615","campaigninfoLeave","proConLeave",-166.016833109092
"616","lr_scale","changeNHS",-26.0350207802967
"617","effectsEUNHS","effectsEUImmigration",-37.448809126523
"618","effectsEUTrade","businessSupport",-17.4862042010236
"619","franceFairShare","euKnow4",-6.45766118002939
"620","euKnow2","euMemberJoin",-20.5402263448286
"621","likeLab","generalElectionVote",-39.7444402531
"622","al_scale","lr5",-1.3654300820599
"623","euKnow6","immigEcon",-9.72701409797264
"624","echr","satDemEU",-14.4542846508157
"625","immigLab","likeCorbyn",-58.2144055170538
"626","likeAlanJohnson","likeCorbyn",-53.8813216227718
"627","efficacyEU","ukipUnited",-19.5711982954545
"628","euLawsLevel","europeanness",-20.7133032552338
"629","infoSourcePaper","infoSourceRadio",-36.903664850619
"630","immigLD","likeLD",-44.4838911429415
"631","immigSelf","childBenefitsRepatriate",-4.25729729889326
"632","EUIntegrationLD","remainTone",-0.586531050650592
"633","europeanness","britainFairShare",-9.17099667290495
"634","euSources_5","friendsEU",-22.5009442660848
"635","ukCoopTrade","ukCoopCAP",-63.2124597178936
"636","germanyFairShare","effectsEUWorkers",-43.9231620916398
"637","ldUnited","profile_gross_household",-25.0410709157259
"638","profile_religion_denom","ns_sec_analytic",-43.7961905849334
"639","campaigninfoLeave","EUIntegrationSelf",-9.9014413306777
"640","EUIntegrationSelf","socialIdentityGlobalLeave",-7.10742025116633
"641","likeCon","likeLD",-59.9500011511791
"642","likeCameron","regSatisfaction",-4.00239515271824
"643","EUIntegrationLab","EUIntegrationGreen",-53.8498253423058
"644","immigSelf","EUIntegrationCon",-11.9961031851853
"645","likeGove","changeCostLive",-3.11502976445445
"646","personality_neuroticism","socialDes_none",-55.1477738764283
"647","polAttention","certaintyEUGreen",-15.4879236397028
"648","polKnowMiliband","livedAbroad",-23.2293627425634
"649","personality_openness","profile_education_age",-12.3066790495086
"650","satDemEU","turkey",-8.83100804375135
"651","immigLab","euKnow6",-11.8733076546323
"652","ukCoopMovement","immigSelf",-48.5224031489543
"653","likeUKIP","blackEquality",-27.6055128304342
"654","immigSelf","EUIntegrationSelf",-13.2257948009083
"655","likeCorbyn","monarch",-7.79981220474656
"656","satDemUK","monarch",-24.8230960447418
"657","education","euLeaveBigBusiness",-12.2239688235368
"658","Age","EUMIICategory",-29.0644143534264
"659","certaintyEULab","euLeaveScotIndep",-6.1785968923632
"660","likeCameron","likeFarage",-48.5376769235154
"661","gender","polKnowMiliband",-44.8413634671851
"662","likeLab","gor",-30.9178477246242
"663","pccTurnout","profile_turnout_2015",-32.8070233494546
"664","europeanness","britishness",-39.9290656155699
"665","certaintyEUCon","prefTradeoff",-9.74769731744527
"666","changeImmig","changeNHS",-18.390853431516
"667","ukCoopCAP","lr_scale",-6.36382722309281
"668","asylumMore","likeCorbyn",-24.4139561302982
"669","conSupport","EUIntegrationLD",-23.3237768827294
"670","housing","education",-32.9589305663176
"671","certaintyEUGreen","grnUnited",-107.637046720338
"672","immigEcon","changeEconomy",-21.7315068363387
"673","euSources_4","profile_newspaper_readership_201",-29.3231823551614
"674","likeCon","likeFarron",-35.5483508469879
"675","ukCoopTrade","ukCoopMovement",-35.7768548315735
"676","franceFairShare","ukCoopWorkers",-4.67147837176708
"677","discussPolDays","partyContact1",-10.2675281540201
"678","euMore","euLawsLevel",-9.11154214997077
"679","immigGreen","likeGrn",-25.7890904548294
"680","personality_extraversion","personality_agreeableness",-4.1705237335882
"681","franceFairShare","efficacyPolCare",-20.2551043612802
"682","livedAbroad","partyMember",-22.9811986631612
"683","immigrantsWelfareState","euMemberJoin",-29.8628359769955
"684","ukCoopMovement","immigEcon",-31.2461185997327
"685","Age","headHouseholdPast",-38.5947261012379
"686","immigSelf","UKsovereignty",-10.155195030582
"687","gender","personality_neuroticism",-45.7617000250866
"688","ukCoopCAP","euRedTape",-8.0967227445326
"689","germanyFairShare","parliamentSupport",-19.025958060879
"690","UKsovereignty","al_scale",-4.25214242791117
"691","changeCrime","immigContributeTake",-7.56270669151127
"692","effectsEUTrade","ukCoopEuro",-16.8849913673521
"693","likeCon","profile_past_vote_2005",-35.3234307616931
"694","labUnited","satDemUK",-15.2141776760855
"695","immigLab","ldUnited",-41.7983056085595
"696","euLeaveBigBusiness","betterDealEU",-13.276343540565
"697","polAttention","gayEquality",-7.34739640273619
"698","immigrantsWelfareState","englishness",-2.64099851376886
"699","infoSourcePaper","infoSourcePeople",-47.6315114664558
"700","immigCon","conSupport",-38.6233302654473
"701","certaintyEUUKIP","conSupport",-20.1805454280284
"702","immigContributeTake","euRefExpectation",-16.0217021899298
"703","languageSkills","profile_education_age",-41.183688665611
"704","euKnow1","ukCoopCAP",-16.2484022397712
"705","likeUKIP","euParlOverRide",-9.60234261225742
"706","Age","noneuMore",-57.7997360615682
"707","effectsEUTrade","noneuMore",-27.3820272922221
"708","immigCon","conUnited",-6.95713894557593
"709","gender","socialDes_1",-18.5330073012619
"710","effectsEUNHS","likeBoris",-3.36490417292589
"711","europeanness","socialIdentityGlobalRemain",-14.9392066807413
"712","ukCoopMovement","immigrantsWelfareState",-23.8647083654541
"713","asylumMore","immigrantsWelfareState",-37.1184805449539
"714","likeCameron","likeAlanJohnson",-35.0839622807871
"715","profile_gross_household","Age",-53.5595637126826
"716","discussPolDays","leaveImpactSelf",-3.74785493675336
"717","effectsEUTerror","euUKRich",-21.5607921495121
"718","immigLab","ukCoopMovement",-12.7570252578071
"719","parliamentSupport","socialIdentityGlobalRemain",-5.47928288305775
"720","likeLab","campaigninfoRemain",-2.52929127523021
"721","euLawsLevel","euPreventWar",-16.629452211786
"722","effectsEUTrade","effectsEUFinance",-19.7963647407269
"723","polKnowClegg","ns_sec_analytic",-40.3361544520321
"724","immigGreen","immigSelf",-12.52087898024
"725","certaintyEUUKIP","EUMIICategory",-8.78922186731506
"726","likeCon","changeCrime",-6.44859743877532
"727","profile_past_vote_2015","pccVote1",-18.4394895452406
"728","blackEquality","al1",-22.991241331265
"729","al1","lr4",-12.1211878465128
"730","euLeaveScotIndep","normEU",-15.6342384858708
"731","labSupport","likeLab",-28.2456720184
"732","certaintyEUUKIP","euSources_5",-19.2589171319269
"733","euSources_2","euSources_4",-54.2050962827398
"734","infoSourcePaper","euSources_4",-26.7707600547847
"735","prefTradeoff","immigrantsWelfareState",-80.4333715834564
"736","noneuMore","asylumMore",-27.6865386338923
"737","likeCameron","changeEconomy",-16.0445704799677
"738","likeFarage","grnUnited",-25.8305230368096
"739","europeanness","satDemEU",-17.5995091480418
"740","euRefInterest","EUIntegrationUKIP",-20.5098225347174
"741","euMemberJoin","turkey",-7.68913214664917
"742","euPreventWar","turkey",-21.7804215613278
"743","labUnited","immigLD",-11.1117493392376
"744","immigCon","immigLD",-85.4473471046731
"745","certaintyUKLeave","campaigninfoLeave",-12.9461838463467
"746","polAttention","efficacyEU",-418.987324447946
"747","ldUnited","likeLD",-91.4124722875767
"748","ukCoopCAP","likeLab",-7.09515384667429
"749","familiesMore","benefitsToMigrants",-15.3914771654199
"750","euKnow6","likeGove",-17.4868114411111
"751","monarch","englishness",-38.5605586363727
"752","likeGove","euDominance",-40.0429024831265
"753","turkey","britainFairShare",-15.224308477942
"754","likeCameron","generalElectionVote",-21.2811670594256
"755","ldUnited","immigGreen",-38.1309556716333
"756","ukCoopWorkers","euLawsLevel",-23.8645659938229
"757","al2","efficacyPolCare",-3.45656229175984
"758","euSources_1","marital",-19.6851488032898
"759","euSources_2","euSources_3",-55.2457229273205
"760","infoSourcePaper","euSources_3",-31.0320943974557
"761","effectsEUTrade","locus2",-13.7906832760091
"762","asylumMore","immigCultural",-31.0983794722142
"763","franceFairShare","effectsEUTrade",-5.18956432953928
"764","tuSupport","effectsEUWorkers",-35.627383652205
"765","euUndermineIdentity","euRedTape",-15.750100835663
"766","workingStatus","infoSourceRadio",-29.6047678689301
"767","ukCoopMovement","euUndermineIdentity",-5.72453121525359
"768","certaintyUKLeave","euLeaveVoice",-13.9960427336973
"769","euMore","effectsEUImmigration",-39.5607107253927
"770","efficacyUnderstand","education",-18.3425752618205
"771","ldUnited","studentsMore",-18.408412793342
"772","likeBoris","bestPM",-31.9940128200069
"773","immigLab","immigGreen",-53.6589834886072
"774","ldUnited","euKnow5",-7.98102204337556
"775","neverPrivateSchool","profile_education_age",-5.186315456991
"776","polAttention","euSources_2",-13.9266925941602
"777","efficacyEU","efficacyUnderstand",-670.019580302337
"778","tuSupport","germanyFairShare",-3.71425431365788
"779","housing","profile_turnout_2015",-9.29069264025108
"780","infoSourcePeople","euSources_99",-17.5432326465263
"781","euRefTurnout","euRefInterest",-35.6139529102147
"782","labUnited","EUIntegrationLab",-21.5028941947094
"783","euKnow2","polKnowMay",-11.1399257509311
"784","polAttention","pccTurnout",-5.68157688078645
"785","euParlOverRide","benefitsToMigrants",-4.5517829283126
"786","likeOsborne","changeEducation",-13.8065767315693
"787","housing","infoSourceRadio",-17.3700800037132
"788","likeLD","ldSupport",-41.4278343165706
"789","infoSourceTV","euSources_111",-6.51978119740261
"790","likeAlanJohnson","likeLab",-59.4993103866618
"791","likeLD","EUIntegrationGreen",-32.2981127447565
"792","selfOccStatusLast","riskTaking",-23.8271154302001
"793","al5","lr3",-9.19732817701697
"794","labSupport","immigCon",-30.7735634252676
"795","Age","al3",-9.58862642170061
"796","germanyFairShare","socialIdentityGlobalLeave",-7.62618799064148
"797","certaintyEUCon","certaintyEULD",-14.3766406519753
"798","certaintyEULab","franceFairShare",-12.5008637927804
"799","immigCon","effectsEUNHS",-4.15583222989699
"800","ukCoopCAP","lr2",-14.945892879894
"801","al4","al1",-37.6786425997161
"802","polKnowClegg","socialDes_2",-38.9873187082707
"803","disability","housing",-41.5281010841045
"804","selfOccStatusLast","housing",-33.7167383079686
"805","tuSupport","parliamentSupport",-28.4897959866867
"806","profile_gross_household","germanyFairShare",-12.1135725043641
"807","effectsEUTrade","effectsEUUnemployment",-9.39065150623355
"808","likeCon","personality_conscientiousness",-15.803482398107
"809","EUIntegrationUKIP","euKnow2",-17.1013604349819
"810","likeLD","bestOnMII",-4.62821357587018
"811","registered","euRefCertainty",-32.2610914767665
"812","polAttention","certaintyEULab",-10.6669846677205
"813","al5","euUndermineIdentity",-3.80331376255162
"814","euSources_2","Age",-23.1319005909754
"815","selfOccStatusLast","sickOrElderlyInHousehold",-14.0122602450463
"816","tolUncertain1","locus2",-39.6197037718593
"817","personality_conscientiousness","locus2",-9.55006857690023
"818","immigGreen","euKnow1",-12.5129399634698
"819","noneuMore","immigEcon",-24.5193867974031
"820","riskTaking","livedAbroad",-38.2789751695313
"821","lr_scale","privatePrimarySchool",-2.2892143718575
"822","personality_neuroticism","socialDes_dk",-34.332143544874
"823","euSources_2","polKnowBercow",-17.8655135113295
"824","lr5","subjClass",-3.59447461328091
"825","immigLab","likeLab",-41.566425919078
"826","labUnited","likeLab",-36.2385926734696
"827","polAttention","europeanness",-18.9404173615603
"828","euUndermineIdentity","europeanness",-13.4715457061375
"829","socialDes_dk","socialDes_4",-26.3332165838756
"830","likeUKIP","profile_newspaper_readership_201",-2.75007129467849
"831","labSupport","euMore",-25.8967427579046
"832","lr_scale","satDemUK",-20.911347757381
"833","effectsEUUnemployment","immigEcon",-15.1685870721067
"834","germanyFairShare","immigEcon",-17.4455722595703
"835","likeUKIP","immigContributeTake",-2.73730407756375
"836","euMore","euCloser",-8.86250420674514
"837","likeLD","euUKRich",-6.1908543453028
"838","polAttention","languageSkills",-5.35997113181111
"839","immigSelf","likeLD",-14.6773968063826
"840","EUIntegrationUKIP","immigUKIP",-62.1885375768015
"841","immigGreen","immigUKIP",-35.8795282324081
"842","infoSourceTV","likeFarron",-29.3630439581793
"843","parentsForeign","econPersonalRetro",-17.9612447226536
"844","immigLD","certaintyEUGreen",-35.5009436503315
"845","euLeaveBigBusiness","leaveImpactSelf",-18.2272046555281
"846","likeCorbyn","likeGrn",-181.744243996607
"847","effectsEUNHS","campaigninfoLeave",-6.44636429524144
"848","tuSupport","certaintyUKLeave",-10.0991401671508
"849","certaintyEULab","labUnited",-14.5469727548607
"850","likeOsborne","remainTone",-7.34070895364312
"851","gender","ukCoopCAP",-19.6818251872373
"852","ukCoopCAP","euLeaveBigBusiness",-8.18548537003517
"853","likeLab","satDemUK",-41.1638816968152
"854","languageSkills","locus1",-17.9664227033172
"855","EUIntegrationLD","euPreventWar",-10.5896995753501
"856","satDemEU","britainFairShare",-12.1361899568674
"857","labUnited","likeFarage",-5.23096779726984
"858","immigEcon","socialIdentityGlobalLeave",-22.9831548764305
"859","euRefInterest","socialIdentityGlobalLeave",-9.22900255086643
"860","immigGreen","EUIntegrationCon",-23.2661881713248
"861","euSources_1","likeCameron",-9.27694910285936
"862","efficacyEU","euUndermineIdentity",-16.2351266690657
"863","germanyFairShare","changeCrime",-7.43683680973118
"864","infoSourcePaper","euSources_5",-27.220324396545
"865","lr_scale","changeCostLive",-1.31125030173826
"866","immigLab","changeImmig",-8.06592091329367
"867","englishness","livedAbroad",-22.3228233570399
"868","Age","livedAbroad",-55.017683766273
"869","likeCon","likeBennett",-25.5214069458234
"870","gender","al2",-47.8089775599055
"871","gender","socialDes_none",-25.3085446497143
"872","socialDes_1","profile_religion_denom",-4.53114828876824
"873","euSources_2","workingStatus",-10.5346111763974
"874","likeAlanJohnson","likeOsborne",-23.6804166689381
"875","EUIntegrationCon","profile_education_age",-5.23392783942472
"876","euSources_1","infoSourceInternet",-13.6866966590533
"877","gender","campaigninfoRemain",-10.392466708141
"878","ukCoopWorkers","euParlOverRide",-7.05227131934407
"879","al3","monarch",-8.70493915016959
"880","polAttention","likeLD",-8.28055704517283
"881","personality_openness","education",-16.219053128978
"882","al2","partyMember",-8.73850099352512
"883","likeCon","profile_past_vote_2015",-27.098914610724
"884","Age","satDemUK",-7.19851071692938
"885","euKnow6","conSupport",-6.89608636348112
"886","likeAlanJohnson","likeUKIP",-3.86674317896541
"887","euPreventWar","euLeaveScotIndep",-8.0917599561908
"888","ukCoopMovement","immigCultural",-14.0942228238091
"889","personality_neuroticism","locus1",-39.643551709989
"890","gender","effectsEUWorkers",-17.7387800528559
"891","ukCoopEuro","euRedTape",-9.07955120143743
"892","immigSelf","al2",-15.1439300384354
"893","socialIdentityGlobalRemain","certaintyUKRemain",-10.8403974796784
"894","EUIntegrationSelf","echr",-9.01846635326001
"895","immigrantsWelfareState","blackEquality",-23.4800079560846
"896","euKnow6","euMemberJoin",-10.8481008731742
"897","efficacyEU","partyIdEU",-8.26830352853904
"898","conUnited","ldUnited",-25.4476477318403
"899","socialIdentityGlobalLeave","discussPolDays",-3.67178104352206
"900","immigCon","likeLab",-22.9200639739774
"901","profile_gross_household","profile_household_size",-41.4263642204787
"902","housing","profile_household_size",-31.6108701168669
"903","personality_conscientiousness","socialDes_3",-22.3351838632825
"904","efficacyUnderstand","bestOnMII",-4.57758392878532
"905","partyMember","friendsEU",-16.1855434041581
"906","certaintyEULD","euSources_4",-3.30857872185879
"907","Age","euSources_4",-25.0765857750011
"908","childBenefitsRepatriate","RPrivSchnew_dk",-9.98613341827513
"909","euUKRich","euUndermineIdentity",-11.6340776324196
"910","euCloser","euLeaveBigBusiness",-5.18904404904606
"911","euKnow6","euKnow5",-9.48970680352795
"912","certaintyEULab","certaintyEUGreen",-38.5592157858791
"913","tolUncertain1","personality_neuroticism",-2.78701331279444
"914","labUnited","likeBennett",-16.1558190697688
"915","campaigninfoLeave","euRefExpectation",-10.7738428005396
"916","asylumMore","euSources_5",-13.2324258376048
"917","Age","partyId",-27.3607302175551
"918","certaintyUKLeave","euKnow4",-5.5780762884342
"919","likeBennett","bestPM",-9.92627322863973
"920","euSources_2","polKnowMiliband",-14.3695700663066
"921","efficacyEU","ukCoopCAP",-19.8319074594638
"922","certaintyUKLeave","riskTaking",-13.7732500105485
"923","tolUncertain1","immigrantsWelfareState",-26.5696934192001
"924","effectsEUWorkers","beliefTradeoff",-7.49166593443442
"925","euDominance","euMIISmall",-31.9664738152533
"926","ukCoopWorkers","ukCoopEuro",-18.8433509891602
"927","tolUncertain2","livedAbroad",-21.300752246028
"928","likeCon","profile_past_vote_2010",-27.7073337545844
"929","profile_turnout_2015","registered",-21.9929795369399
"930","Age","ukCoopMovement",-20.3461739100585
"931","certaintyEUUKIP","EUIntegrationLab",-12.7920711854022
"932","immigUKIP","satDemEU",-13.9292566732447
"933","euSources_111","discussPolDays",-23.3635478823053
"934","profile_gross_household","socialIdentityGlobalRemain",-6.984503337153
"935","profile_ethnicity","childBenefitsRepatriate",-19.7494925229366
"936","euParlOverRide","EUIntegrationSelf",-14.3980249952638
"937","al2","profile_education_age",-6.65580505556136
"938","effectsEUUnemployment","campaigninfoRemain",-15.4470664496839
"939","certaintyEULab","immigGreen",-12.2780213894403
"940","labSupport","labUnited",-13.6568431584728
"941","effectsEUEcon","euRefCertainty",-10.5309917337563
"942","EUIntegrationUKIP","euRefCertainty",-12.773731271107
"943","workingStatus","friendsEU",-18.0003524994499
"944","certaintyUKLeave","leaveTone",-12.8763445611075
"945","noneuMore","likeGove",-19.7951605520902
"946","efficacyUnderstand","gender",-9.18742691942225
"947","campaigninfoRemain","euCloser",-15.6762470525682
"948","immigLab","lr5",-10.3617501531699
"949","conUnited","businessSupport",-17.3027223986837
"950","certaintyUKLeave","disability",-18.8141877049984
"951","ldUnited","likeAlanJohnson",-7.41266852091576
"952","postalapply","euDominance",-22.7326038989249
"953","euKnow2","ukCoopEuro",-15.7657014005699
"954","euKnow1","euLeaveScotIndep",-9.42384548980408
"955","personality_extraversion","personality_conscientiousness",-41.1755929615538
"956","education","edlevel",-18.1163458573901
"957","certaintyEULD","pccVote1",-0.475427971226964
"958","immigGreen","partyMember",-8.19120048280365
"959","countryOfBirth","profile_education_age",-8.11907050170703
"960","efficacyEU","effectsEUNHS",-4.23976699099512
"961","likeGrn","euParlOverRide",-11.7843340219679
"962","efficacyEU","certaintyEUUKIP",-22.5131514266777
"963","immigCon","certaintyEUGreen",-21.5283053150506
"964","franceFairShare","al_scale",-7.02910809951572
"965","efficacyEU","likeFarage",-5.00144358272155
"966","countryOfBirth","parentsForeign",-59.0252723949447
"967","socialDes_3","parentsForeign",-3.92810059337626
"968","al4","profile_newspaper_readership_201",-16.1521224235403
"969","satDemEng","britishness",-14.3533701151009
"970","certaintyEUUKIP","efficacyUnderstand",-9.62362372313055
"971","monarch","regSatisfaction",-12.0052002787779
"972","euKnow1","euRefFinal",-12.8939744939116
"973","immigCon","ldUnited",-23.9047295847704
"974","Age","betterDealEU",-15.7214398105007
"975","Age","satDemEU",-8.2987597104111
"976","gender","socialDes_dk",-44.0687438203038
"977","EUIntegrationGreen","euKnow4",-6.06072927239438
"978","immigrantsWelfareState","livedAbroad",-8.18239999182288
"979","selfOccStatusLast","marital",-62.5884685297224
"980","EUIntegrationCon","betterDealEU",-3.66630717101725
"981","leaveTone","remainTone",-27.6246102469904
"982","tolUncertain3","partyContact1",-17.1906929497227
"983","likeAlanJohnson","britainFairShare",-5.83227644490944
"984","efficacyEU","ukCoopWorkers",-9.81144641264291
"985","EUIntegrationUKIP","EUIntegrationCon",-20.659939089921
"986","tolUncertain2","parentsForeign",-13.4870331837365
"987","blackEquality","bestOnMII",-9.32757747866708
"988","effectsEUTerror","euLeaveBigBusiness",-16.5455643697896
"989","workingStatus","Age",-7.38250803358096
"990","al_scale","lr_scale",-18.307791649564
"991","lr_scale","monarch",-10.4743311643506
"992","immigLD","satDemEng",-9.56193916452594
"993","polKnowClegg","countryOfBirth",-13.2019162029464
"994","EUIntegrationCon","euUKRich",-5.82575903143515
"995","likeOsborne","efficacyPolCare",-8.42135642149697
"996","polAttention","al2",-24.9007426124044
"997","familiesMore","likeGrn",-2.81703092299722
"998","labSupport","likeCorbyn",-26.8886568604321
"999","franceFairShare","likeCorbyn",-7.02088224026011
"1000","conUnited","certaintyEULD",-1.34843635392645
"1001","leaveTone","socialIdentityGlobalLeave",-12.5478075895808
"1002","likeFarron","EUIntegrationLD",-5.24203654337907
"1003","polAttention","immigGreen",-22.5896876868974
"1004","asylumMore","al5",-8.3688937897241
"1005","EUIntegrationSelf","proConLeave",-7.03720019360298
"1006","likeCon","lr1",-41.4610280773704
"1007","Age","profile_religion_denom",-15.9850397476057
"1008","personality_neuroticism","socialDes_3",-34.2465857782727
"1009","Age","EUIntegrationSelf",-14.7665550561705
"1010","efficacyEU","euKnow6",-7.21212875721358
"1011","certaintyEUUKIP","euGovtLeaflet",-12.1959969449608
"1012","euSources_2","immigLab",-7.15065310207501
"1013","labSupport","immigLab",-34.1220795568042
"1014","euKnow2","effectsEUTrade",-9.86720006491123
"1015","efficacyUnderstand","profile_gross_personal",-2.20002764367746
"1016","likeOsborne","euDominance",-6.74097007810815
"1017","labUnited","likeLD",-8.45231153259374
"1018","lr4","locus1",-1.62073349835191
"1019","ldUnited","effectsEUUnemployment",-6.1196286397153
"1020","effectsEUNHS","likeUKIP",-7.22075845777908
"1021","efficacyEU","franceFairShare",-15.0782813387686
"1022","tuSupport","euRefExpectation",-1.53287763644039
"1023","certaintyEULD","grnUnited",-12.019328085391
"1024","likeCon","immigEcon",-3.58920905045852
"1025","schoolChildrenInHousehold","al4",-9.33419319698805
"1026","EUIntegrationLD","euLawsLevel",-1.28124292260873
"1027","likeLab","gayEquality",-4.92905683959907
"1028","immigrantsWelfareState","al3",-6.61704438522611
"1029","personality_neuroticism","Age",-14.1237179745913
"1030","blackEquality","benefitsToMigrants",-6.7018775390934
"1031","euRefInterest","likeBoris",-13.9347638462896
"1032","gender","likeBoris",-15.4970294209961
"1033","germanyFairShare","lr3",-8.61926014715391
"1034","immigCultural","changeImmig",-2.46503266202126
"1035","familiesMore","satDemUK",-9.09069255152281
"1036","likeCon","satDemUK",-10.9784610816496
"1037","al4","profile_religion",-19.1458008079753
"1038","euKnow1","pccTurnout",-10.8057833939474
"1039","ukCoopMovement","UKsovereignty",-6.86736437984291
"1040","Age","edlevel",-21.1211073054583
"1041","likeLD","europeanness",-3.99071526976513
"1042","profile_education_age","localTurnoutRetro",-5.8064987370326
"1043","euSources_4","euSources_3",-46.1940150074633
"1044","infoSourceInternet","euSources_3",-39.2550501292508
"1045","efficacyUnderstand","certaintyUKRemain",-3.99787510920214
"1046","tolUncertain1","lr3",-9.75858730660366
"1047","euUndermineIdentity","euLawsLevel",-8.23426474752523
"1048","immigEcon","lr_scale",-10.487959838767
"1049","likeUKIP","likeGrn",-90.7370336797467
"1050","likeFarage","likeGrn",-36.1150797122609
"1051","likeGrn","likeLab",-77.7910939540106
"1052","likeCameron","likeLab",-123.660260660679
"1053","certaintyEUGreen","ldSupport",-5.86563283516261
"1054","effectsEUTerror","euPreventWar",-12.8045783898706
"1055","euMore","euUKRich",-13.9020126375763
"1056","germanyFairShare","al2",-4.75185377590424
"1057","gender","immigContributeTake",-27.9510841996234
"1058","effectsEUWorkers","immigrantsWelfareState",-3.09943503307295
"1059","ukipUnited","changeEconomy",-3.84836990565236
"1060","certaintyUKLeave","effectsEUTrade",-6.77348741493188
"1061","euUKRich","socialIdentityGlobalRemain",-5.67889439929422
"1062","al2","al3",-29.9511102869092
"1063","tolUncertain2","languageSkills",-9.86455940554242
"1064","immigUKIP","ukCoopEuro",-15.5526646173912
"1065","likeOsborne","lr4",-22.8940138070739
"1066","ukCoopWorkers","partyIdEU",-6.67351585091092
"1067","euRefCertainty","regSatisfaction",-1.92999957105349
"1068","beliefTradeoff","al4",-5.6314425508026
"1069","euSources_1","immigCon",-9.37965732578232
"1070","asylumMore","likeFarage",-19.0313627452815
"1071","blackEquality","lr_scale",-15.8355190121947
"1072","infoSourcePaper","likeAlanJohnson",-19.9448717379273
"1073","immigEcon","euCloser",-13.5019094737636
"1074","britishness","profile_ethnicity",-23.864953723416
"1075","grnUnited","changeEducation",-5.52551118304655
"1076","polAttention","euSources_1",-166.60845237339
"1077","selfOccStatusLast","personality_agreeableness",-9.87007726534648
"1078","effectsEUNHS","effectsEUFinance",-22.5761645320144
"1079","europeanness","languageSkills",-19.0414067904376
"1080","euUKRich","normEU",-11.3735037714559
"1081","Age","infoSourcePeople",-8.73059704779007
"1082","immigLab","familiesMore",-10.6496002737858
"1083","beliefTradeoff","euUndermineIdentity",-13.1447048518712
"1084","euSources_99","euSources_111",-18.995808303353
"1085","Age","preschoolChildrenInHousehold",-45.7931174788188
