"","from","to","strength"
"541","EUIntegrationSelf","effectsEUWorkers",-29.6804746698781
"542","immigLD","certaintyEUGreen",-14.0494575237144
"543","Age","gor",-47.0266639046549
"544","housing","changeCostLive",-9.75481239533838
"545","monarch","regSatisfaction",-12.2936824721974
"546","echr","turkey",-15.168353700129
"547","personality_openness","personality_neuroticism",-91.6110673470594
"548","euRefVote","likeUKIP",-19.9455023271039
"549","euKnow6","euKnow3",-16.6601672122843
"550","immigLab","immigGreen",-61.9911564900667
"551","lr1","likeCameron",-12.8118387348604
"552","countryOfBirth","livedAbroad",-51.9897514211971
"553","euSources_5","euSources_1",-59.8917437245373
"554","infoSourcePeople","euSources_1",-32.6991365174631
"555","likeLab","likeLD",-90.1283511849761
"556","EUIntegrationSelf","euMemberJoin",-12.6355594685383
"557","likeCon","housing",-8.24236590103828
"558","lr4","lr5",-54.402712508142
"559","al_scale","immigContributeTake",-22.6042441344271
"560","asylumMore","immigEcon",-27.1821619340317
"561","euLeaveBigBusiness","betterDealEU",-10.4844802340122
"562","certaintyEULD","efficacyEU",-2.47727527881216
"563","euKnow5","euKnow4",-28.6752159184107
"564","familiesMore","immigCultural",-22.449193369559
"565","partyContact1","partyMember",-39.3491862112219
"566","effectsEUWorkers","likeBoris",-7.20207999460581
"567","europeanness","socialIdentityGlobalRemain",-5.67452504868561
"568","effectsEUWorkers","euLeaveVoice",-30.1303098503286
"569","lr1","lr_scale",-38.7277884509531
"570","britainFairShare","effectsEUUnemployment",-14.7188476133933
"571","euMemberJoin","franceFairShare",-9.38299995051239
"572","euKnow1","franceFairShare",-19.2012322975934
"573","certaintyEULD","euLeaveScotIndep",-4.63215324936027
"574","EUIntegrationLab","EUIntegrationGreen",-60.274506000982
"575","al_scale","subjClass",-15.9115761126395
"576","personality_agreeableness","riskTaking",-11.7562783633202
"577","likeCon","echr",-10.230538601334
"578","euUKRich","echr",-23.8302419149422
"579","ldSupport","cabinetSupport",-24.3800449569571
"580","immigrantsWelfareState","euParlOverRide",-7.06268813787119
"581","UKsovereignty","likeGove",-0.827911021602631
"582","profile_household_children","noDependentsInHousehold",-46.7270748666697
"583","al2","edlevel",-8.11486513517411
"584","immigCultural","friendsEU",-5.44125883136167
"585","al5","changeCrime",-6.14898000593439
"586","echr","euKnow5",-22.2066254052506
"587","likeLab","ukCoopWorkers",-26.3105050433887
"588","locus2","languageSkills",-10.3591049339743
"589","lr_scale","efficacyPolCare",-17.809890164398
"590","al4","gayEquality",-30.7313299578382
"591","euLeaveScotIndep","normEU",-13.0251433913509
"592","polKnowMiliband","country",-0.63261232963896
"593","discussPolDays","euDominance",-48.4761237252205
"594","profile_turnout_2015","localTurnoutRetro",-0.217904629198529
"595","socialIdentityGlobalRemain","remainTone",-16.5835415829615
"596","gayEquality","Age",-8.88804806018743
"597","monarch","al4",-15.0280375954499
"598","infoSourceTV","euSources_99",-42.4975155172961
"599","labSupport","conUnited",-14.9190299484362
"600","efficacyPolCare","asylumMore",-44.0671324223531
"601","ukipUnited","euSources_1",-19.3691698431417
"602","immigCon","EUIntegrationSelf",-8.98956808469666
"603","effectsEUEcon","campaigninfoLeave",-8.94096556792374
"604","likeAlanJohnson","euKnow6",-28.9243158425943
"605","immigCon","immigCultural",-17.3924110488806
"606","parliamentSupport","euRefExpectation",-16.741495565544
"607","euMore","euLawsLevel",-12.0594521811518
"608","ukCoopMovement","blackEquality",-5.57344151725101
"609","likeAlanJohnson","infoSourceTV",-28.03563143263
"610","likeCorbyn","monarch",-4.05523327555147
"611","efficacyEU","euPreventWar",-37.5697897104637
"612","euRefVote","euPreventWar",-15.357257408552
"613","germanyFairShare","prefTradeoff",-13.1502852394879
"614","al_scale","profile_education_age",-10.8804240855943
"615","socialDesScale","socialDes_none",-40.3149929060544
"616","EUIntegrationCon","immigEcon",-8.95801429883977
"617","likeGrn","likeLab",-33.8450163170182
"618","likeAlanJohnson","profile_turnout_2015",-15.5773546962278
"619","euRefVote","leaveTone",-15.7310555897848
"620","infoSourceInternet","infoSourceRadio",-36.1666009271539
"621","polKnowClegg","socialDes_4",-38.7192806278035
"622","gender","personality_neuroticism",-24.7896871012763
"623","euRefVote","ukCoopTrade",-5.57706799444031
"624","EUIntegrationLD","ldUnited",-14.2903116283878
"625","euSources_5","euSources_2",-46.8863115725057
"626","infoSourcePeople","euSources_2",-28.873486049275
"627","conUnited","satDemUK",-15.0440017251867
"628","immigCon","UKsovereignty",-22.2421636224672
"629","immigSelf","UKsovereignty",-12.6040444728569
"630","euSources_4","discussPolDays",-26.0862197706683
"631","conSupport","certaintyEUUKIP",-39.4064736223509
"632","polAttention","effectsEUTrade",-5.45776038141685
"633","al3","personality_conscientiousness",-12.3541521193019
"634","likeUKIP","al2",-36.3276280940127
"635","infoSourcePeople","riskTaking",-2.92497412828106
"636","euKnow2","euMemberJoin",-24.0045193593014
"637","immigrantsWelfareState","euMemberJoin",-15.5238715996738
"638","countryOfBirth","profile_ethnicity",-50.2376195078705
"639","EUIntegrationCon","EUIntegrationLD",-37.0104302653071
"640","euLawsLevel","europeanness",-14.8513451975787
"641","bestOnMII","partyIdEU",-20.2125461844953
"642","certaintyEUUKIP","euSources_4",-15.0599719093752
"643","ldUnited","likeLD",-73.8501741702403
"644","partyIdEU","likeLD",-16.7715576787614
"645","likeCon","likeLD",-43.9789855322015
"646","labSupport","EUIntegrationCon",-29.6288751703978
"647","leaveImpactBritain","effectsEUUnemployment",-28.8486307918893
"648","likeUKIP","changeImmig",-9.20259515670659
"649","euRefVote","effectsEUTrade",-24.7477692566672
"650","EUIntegrationCon","immigSelf",-3.53279145901797
"651","EUIntegrationCon","polAttention",-10.952214200337
"652","gender","personality_agreeableness",-38.239802289394
"653","al1","britishness",-3.42423610612968
"654","polKnowClegg","polKnowOsborne",-37.257602903692
"655","EUIntegrationCon","euUndermineIdentity",-40.0056819507663
"656","immigCon","immigLD",-49.8578769791329
"657","immigCon","EUIntegrationUKIP",-40.1650425420394
"658","euKnow1","ukCoopCAP",-17.4070112602794
"659","europeanness","britainFairShare",-11.2841280633738
"660","euParlOverRide","al_scale",-8.74827260407437
"661","al3","socialDesScale",-4.67807534493295
"662","englishness","pccTurnout",-32.3475354976063
"663","lr_scale","disability",-7.39515267251772
"664","al4","personality_openness",-7.81710839125844
"665","EUIntegrationLD","EUIntegrationUKIP",-42.491723541465
"666","asylumMore","al1",-15.1613003727552
"667","euSources_5","socialIdentityGlobalRemain",-10.9786843202346
"668","changeImmig","changeCostLive",-89.6438191574489
"669","prevJob","subjClass",-40.2316870528039
"670","tolUncertain1","profile_household_size",-28.7052281007218
"671","euLeaveVoice","noneuMore",-1.68569297632894
"672","profile_turnout_2015","parentsForeign",-22.333886355526
"673","locus1","marital",-23.1387032024268
"674","lr2","lr_scale",-37.3573189848648
"675","labSupport","partyIdEU",-2.5074594309599
"676","immigCon","euUndermineIdentity",-9.73391846222967
"677","campaigninfoLeave","socialIdentityGlobalLeave",-26.4833217346822
"678","echr","satDemEU",-11.8165668819829
"679","immigCon","immigEcon",-31.5964882163316
"680","Age","profile_gross_household",-2.13625103839331
"681","partyId","likeCorbyn",-29.6610401674061
"682","immigContributeTake","franceFairShare",-25.7101971953398
"683","likeCameron","campaigninfoRemain",-15.9553636533583
"684","euLawsLevel","campaigninfoRemain",-13.399251698037
"685","selfOccStatus","profile_gross_personal",-2.84609291225388
"686","Age","profile_gross_personal",-51.4132621943372
"687","polAttention","euKnow2",-3.21064650782682
"688","languageSkills","pccTurnout",-76.0839288683437
"689","locus2","pccTurnout",-9.99689630553985
"690","immigLD","euKnow5",-3.60328424755971
"691","euLeaveBigBusiness","effectsEUTerror",-19.0445400734725
"692","UKsovereignty","ukipUnited",-4.83606890869578
"693","immigEcon","infoSourceInternet",-14.2941739814814
"694","EUIntegrationSelf","euCloser",-5.85339563359958
"695","immigCon","leaveTone",-12.2017860165624
"696","personality_neuroticism","locus2",-48.324307468034
"697","likeGrn","likeCameron",-15.7758051966939
"698","likeFarron","likeCameron",-30.9573286780724
"699","businessSupport","effectsEUEcon",-14.4372378526659
"700","certaintyEULD","pccVote1",-9.43172784258059
"701","likeAlanJohnson","likeOsborne",-28.9558634062087
"702","UKsovereignty","ukCoopMovement",-49.3126659343598
"703","likeCorbyn","immigSelf",-6.87651932467998
"704","businessSupport","conSupport",-53.4236575563846
"705","immigSelf","certaintyUKRemain",-2.15155437902558
"706","likeBoris","campaigninfoLeave",-15.6596002972583
"707","likeCorbyn","immigrantsWelfareState",-13.6210967366742
"708","certaintyEULD","discussPolDays",-2.86575394740794
"709","effectsEUTrade","euRefFinal",-1.96549387812138
"710","euUndermineIdentity","euUKRich",-2.31337862081364
"711","efficacyEU","euUKRich",-20.3617305025855
"712","locus1","personality_neuroticism",-14.319999053776
"713","euUKRich","effectsEUImmigration",-0.880756619191743
"714","likeCameron","euMore",-15.712541421115
"715","polKnowMiliband","profile_religion_denom",-4.84537897391419
"716","likeUKIP","education",-12.2713353440158
"717","effectsEUTrade","effectsEUFinance",-12.154480693267
"718","euSources_5","euSources_3",-21.8084494256664
"719","infoSourcePeople","euSources_3",-10.7007991113551
"720","ukCoopTrade","ukCoopCAP",-20.7584903091883
"721","profile_turnout_2015","pccVote1",-27.3126759902079
"722","ldSupport","certaintyEULD",-47.5549535990313
"723","labSupport","certaintyEULD",-35.5713107458323
"724","britainFairShare","turkey",-4.64330459166013
"725","EUIntegrationSelf","euLeaveVoice",-14.0913782540956
"726","lr1","lr2",-86.6376635045553
"727","asylumMore","noneuMore",-10.7613583443617
"728","likeCon","bestPM",-14.326032750243
"729","monarch","bestPM",-22.1547865269904
"730","immigSelf","likeFarage",-5.48246335704061
"731","UKsovereignty","euLawsLevel",-22.6718704456434
"732","euSources_5","euRefInterest",-17.3285729671425
"733","polAttention","betterDealEU",-1.61780194939638
"734","labUnited","likeLD",-17.0704485219721
"735","immigGreen","likeLD",-2.92020040502939
"736","ldUnited","likeGrn",-8.03186344725145
"737","certaintyEUUKIP","prefTradeoff",-16.4073193744971
"738","profile_turnout_2015","profile_ethnicity",-175.409437566128
"739","UKsovereignty","ukCoopWorkers",-10.2371827626257
"740","ns_sec_analytic","prevJob",-27.0916297963572
"741","ldSupport","immigUKIP",-4.69909150180138
"742","infoSourceInternet","housing",-34.0060307147887
"743","euUndermineIdentity","englishness",-4.49330546313649
"744","polKnowMiliband","englishness",-32.9015415976683
"745","conSupport","asylumMore",-19.5785974242935
"746","campaigninfoRemain","socialIdentityGlobalLeave",-10.6861430652407
"747","likeAlanJohnson","workingStatus",-9.16032650766829
"748","betterDealEU","effectsEUFinance",-2.49139417086189
"749","immigLD","likeGove",-5.83332863775649
"750","efficacyEU","campaigninfoRemain",-13.9424490288357
"751","certaintyUKRemain","leaveImpactSelf",-0.685051142448174
"752","personality_extraversion","riskTaking",-32.6382013245493
"753","gender","riskTaking",-25.1157463645441
"754","businessSupport","cabinetSupport",-10.7367539515608
"755","EUIntegrationCon","efficacyPolCare",-15.9830484405538
"756","polAttention","infoSourceRadio",-12.997375825239
"757","immigEcon","immigContributeTake",-13.4515617894886
"758","efficacyEU","leaveImpactBritain",-17.2553378133116
"759","likeCameron","femaleEquality",-3.72539454791331
"760","effectsEUTrade","likeFarage",-2.02628182943226
"761","ldSupport","immigLD",-39.6221085178495
"762","ukCoopMovement","euRefVote",-8.38171674148634
"763","infoSourcePeople","euSources_4",-31.7881709244812
"764","countryOfBirth","languageSkills",-21.9310656377506
"765","likeCameron","likeLab",-37.1910230726608
"766","profile_turnout_2015","tolUncertain3",-17.19233782217
"767","personality_agreeableness","socialDesScale",-25.4920056536903
"768","likeCorbyn","labUnited",-38.4310037975365
"769","euParlOverRide","childBenefitsRepatriate",-5.48010777502259
"770","euKnow2","polKnowMay",-16.7215506934981
"771","immigCon","infoSourcePeople",-15.2427564957461
"772","bestPM","bestOnMII",-18.9380366448167
"773","socialDes_none","profile_education_age",-2.65892916436496
"774","euKnow6","conUnited",-6.40071021197582
"775","efficacyEU","franceFairShare",-8.04682835092717
"776","euKnow1","gender",-24.0612595413968
"777","gender","gayEquality",-12.276897763325
"778","polAttention","al2",-6.69113371744334
"779","conSupport","grnUnited",-5.55966325132249
"780","UKsovereignty","euRefCertainty",-15.4829727502056
"781","polKnowMiliband","parentsForeign",-25.6673837352864
"782","franceFairShare","blackEquality",-2.85392163819051
"783","socialDes_dk","socialDes_1",-13.9778666406937
"784","certaintyEULab","EUIntegrationLab",-33.282662300795
"785","al_scale","profile_newspaper_readership_201",-4.63228846812854
"786","personality_extraversion","personality_agreeableness",-21.2965223664814
"787","conSupport","certaintyEULD",-9.12431421886504
"788","UKsovereignty","likeBoris",-15.445637202125
"789","conSupport","likeBennett",-18.0349365791626
"790","changeEconomy","changeCrime",-17.7299812158353
"791","parentsForeign","partyMember",-16.7922983352191
"792","immigCon","effectsEUWorkers",-16.5154300626054
"793","profile_education_age","satDemEng",-6.878445404177
"794","europeanness","livedAbroad",-1.79287992894228
"795","lr4","likeCameron",-53.3051881427691
"796","immigGreen","euKnow1",-10.8461737665193
"797","efficacyPolCare","satDemUK",-13.8125023068051
"798","euSources_5","socialIdentityGlobalLeave",-19.1732183360527
"799","likeCameron","al3",-21.3002963003164
"800","monarch","ukCoopEuro",-15.4686082941016
"801","EUIntegrationSelf","euRedTape",-10.4012743347639
"802","likeCorbyn","immigEcon",-20.2418496991231
"803","campaigninfoLeave","changeCostLive",-7.13637214602022
"804","infoSourcePeople","infoSourcePaper",-24.6643874665551
"805","profile_turnout_2015","socialDes_none",-24.6487793006729
"806","polKnowClegg","socialDes_2",-25.7800543202392
"807","likeBennett","polAttention",-5.0453274836018
"808","euSources_4","education",-8.56456332973539
"809","Age","languageSkills",-26.1765617994861
"810","likeLD","LDUKIP2015",-0.816970606599057
"811","prevJob","edlevel",-16.8956842158677
"812","tolUncertain1","locus2",-16.6994864719309
"813","personality_conscientiousness","locus2",-11.782803837149
"814","satDemEU","betterDealEU",-3.662555696852
"815","likeCameron","euRefVote",-25.8472564106623
"816","changeImmig","workingStatus",-11.0710173047955
"817","parliamentSupport","ukipUnited",-12.616182747769
"818","certaintyEUGreen","ukipUnited",-10.2309966883058
"819","al3","satDemUK",-21.6711844755819
"820","britishness","country",-24.8881769162731
"821","tolUncertain3","country",-12.9161765028166
"822","discussPolDays","normEU",-3.94588203746571
"823","euSources_1","profile_turnout_2015",-10.0487117040481
"824","cabinetSupport","certaintyEUCon",-15.1905606714536
"825","asylumMore","partyContact1",-3.99655539746391
"826","europeanness","satDemEU",-11.7385801548289
"827","gender","femaleEquality",-28.9559691295199
"828","immigCon","ukCoopWorkers",-10.664010289348
"829","likeAlanJohnson","housing",-13.8154803463894
"830","immigrantsWelfareState","beliefTradeoff",-27.7268646715693
"831","personality_extraversion","infoSourcePeople",-23.0576518053394
"832","education","languageSkills",-10.6875568760038
"833","likeAlanJohnson","polKnowBercow",-14.7634380417585
"834","effectsEUUnemployment","euLeaveScotIndep",-9.01338735145873
"835","EUIntegrationGreen","likeFarron",-7.15742336236508
"836","effectsEUWorkers","socialIdentityGlobalLeave",-6.80652917868792
"837","personality_conscientiousness","disability",-23.1311412840851
"838","EUIntegrationCon","lr4",-19.0383402295429
"839","effectsEUUnemployment","campaigninfoLeave",-13.6300594345839
"840","certaintyEULab","socialIdentityGlobalRemain",-4.90990054069516
"841","certaintyEULab","lr1",-5.12724331368736
"842","bestOnMII","LDUKIP2015",-13.373928827331
"843","gor","pccTurnout",-166.050239056566
"844","Age","pccTurnout",-36.6182853096652
"845","euLawsLevel","socialIdentityGlobalRemain",-7.68838182906802
"846","lr_scale","monarch",-2.45873488993584
"847","labUnited","remainTone",-9.01153158092984
"848","EUIntegrationSelf","remainTone",-3.17239714745756
"849","al_scale","changeImmig",-9.31269560550572
"850","asylumMore","euSources_5",-5.60007168267657
"851","lr_scale","likeOsborne",-15.9863286062155
"852","socialDes_dk","polKnowClegg",-13.1894026795403
"853","euLawsLevel","euParlOverRide",-8.80734653546733
"854","immigCon","likeUKIP",-16.2476774229472
"855","likeCorbyn","likeUKIP",-25.1530223037498
"856","businessSupport","effectsEUTrade",-13.0873359780007
"857","personality_conscientiousness","locus1",-13.7020098623998
"858","immigCon","conSupport",-27.7185938063385
"859","labSupport","conSupport",-27.1613546456629
"860","satDemEU","proConRemain",-4.41185126097298
"861","EUIntegrationLab","likeCorbyn",-20.1945465658464
"862","marital","profile_gross_household",-37.647768452638
"863","lr_scale","education",-9.61406966171126
"864","likeAlanJohnson","bestPM",-9.64381340644741
"865","echr","bestPM",-4.66220150698155
"866","effectsEUWorkers","euRefVote",-43.1996562118147
"867","euRefVote","effectsEUEcon",-56.1438875698177
"868","likeCon","britishness",-21.3220639681676
"869","immigCon","immigGreen",-23.2772760306416
"870","EUIntegrationSelf","euDominance",-21.9394492492484
"871","parliamentSupport","immigCon",-10.3019951264741
"872","lr2","prefTradeoff",-11.4582882477989
"873","conSupport","euKnow6",-2.1426126033366
"874","Age","profile_past_vote_2005",-112.039761990778
"875","profile_turnout_2015","profile_past_vote_2005",-31.7499259037286
"876","changeEconomy","effectsEUWorkers",-9.31678854039183
"877","prevJob","friendsEU",-12.4372965231378
"878","EUIntegrationSelf","echr",-19.0241614965289
"879","euDominance","labUnited",-23.0124338329651
"880","Age","personality_neuroticism",-19.0329242101252
"881","ukCoopMovement","benefitsToMigrants",-9.23774931653134
"882","likeGrn","likeUKIP",-30.1078252655007
"883","changeCrime","germanyFairShare",-5.83222123357791
"884","certaintyEULD","EUIntegrationGreen",-22.3815181146965
"885","asylumMore","immigrantsWelfareState",-24.261392877218
"886","tolUncertain2","friendsEU",-8.83634177764498
"887","immigLab","ldUnited",-17.1705727562903
"888","certaintyEUGreen","euKnow3",-9.00506408437104
"889","likeGrn","euLawsLevel",-8.82237481173343
"890","regSatisfaction","likeLD",-10.513172480556
"891","euPreventWar","normEU",-10.8097263970267
"892","efficacyEU","certaintyUKRemain",-7.31258933040863
"893","profile_turnout_2015","locus2",-14.2567654190643
"894","echr","regSatisfaction",-4.57300792843853
"895","lr_scale","profile_gross_household",-13.2908488635658
"896","asylumMore","gender",-23.3527639294284
"897","EUIntegrationCon","gender",-5.09812966435948
"898","euMore","euUKRich",-11.255738903139
"899","polKnowOsborne","selfOccStatus",-19.1760456514189
"900","euKnow2","euKnow5",-13.3068773782916
"901","immigLab","certaintyEUUKIP",-24.191873725983
"902","UKsovereignty","campaigninfoLeave",-5.09009054066519
"903","britainFairShare","euRefFinal",-4.81683920974865
"904","effectsEUWorkers","conUnited",-6.33745292569529
"905","euDominance","conUnited",-18.7394330300458
"906","certaintyEUGreen","ukCoopCAP",-5.50188860489106
"907","UKsovereignty","ukCoopCAP",-3.18158615144966
"908","Age","partyMember",-27.8999333076163
"909","al3","partyMember",-4.35932821416236
"910","workingStatus","britishness",-13.5018436381415
"911","partyIdEU","euRefExpectation",-5.29944025259829
"912","cabinetSupport","franceFairShare",-5.73550680975859
"913","selfOccStatus","femaleEquality",-15.6577659176073
"914","immigGreen","infoSourcePaper",-5.8803174439372
"915","infoSourcePeople","leaveImpactSelf",-10.0116283699299
"916","EUIntegrationSelf","leaveImpactSelf",-12.8110151323408
"917","efficacyEU","partyIdEU",-0.555053766144738
"918","polAttention","euRefTurnout",-1.21708489683442
"919","country","localTurnoutRetro",-65.1329593138926
"920","pccTurnout","localTurnoutRetro",-451.108672384531
"921","immigContributeTake","changeCrime",-10.861414968901
"922","effectsEUWorkers","effectsEUFinance",-27.8785673670636
"923","likeFarron","euPreventWar",-2.05458267643189
"924","ldUnited","likeBennett",-6.81249610156738
"925","EUIntegrationGreen","likeBennett",-19.1671875309221
"926","ukCoopWorkers","efficacyEU",-22.8570888390186
"927","efficacyPolCare","al5",-4.68533547998959
"928","likeCon","partyId",-18.2339617947746
"929","lr5","efficacyPolCare",-16.8738099080492
"930","europeanness","parentsForeign",-14.7547981470946
"931","polKnowBercow","Age",-14.3424184839168
"932","tolUncertain3","parentsForeign",-25.4152028683962
"933","conSupport","EUIntegrationLab",-9.72286482718846
"934","UKsovereignty","leaveTone",-2.83228911901915
"935","ukCoopMovement","changeImmig",-6.70292015544328
"936","immigGreen","euLeaveScotIndep",-3.81785084718103
"937","profile_ethnicity","marital",-14.7322352811771
"938","likeCorbyn","familiesMore",-22.838205368309
"939","immigLab","lr3",-20.4281245195289
"940","britainFairShare","effectsEUFinance",-2.72327770702395
"941","ldSupport","turkey",-0.456507885788596
"942","euSources_2","likeGove",-8.30200541512568
"943","privateSecondarySchool","privatePrimarySchool",-17.6465588095533
"944","childBenefitsRepatriate","gender",-18.6165824389591
"945","lr5","gender",-1.66528668790079
"946","changeNHS","gender",-19.7651761876755
"947","likeOsborne","changeEconomy",-9.04476783528116
"948","profile_ethnicity","parentsForeign",-195.714971693626
"949","workingStatus","riskTaking",-23.0307588963788
"950","effectsEUEcon","riskTaking",-4.65475054388298
"951","euDominance","ukipUnited",-15.3963554946049
"952","polAttention","likeFarage",-0.855979122035933
"953","euLawsLevel","likeFarage",-9.28055036317528
"954","euUndermineIdentity","britainFairShare",-7.36478291043113
"955","prevJob","profile_education_age",-13.7467419721352
"956","efficacyEU","echr",-16.353906242316
"957","gender","prefTradeoff",-7.83315578068505
"958","immigCon","likeCon",-12.763540681799
"959","gender","socialDes_1",-12.3343739363645
"960","euPreventWar","europeanness",-11.0888212926002
"961","postalapply","disability",-16.8790843118986
"962","immigrantsWelfareState","al3",-5.28519113503353
"963","changeEconomy","econPersonalRetro",-14.7701526407154
"964","infoSourceInternet","euSources_1",-64.7865832237526
"965","euSources_4","euSources_1",-63.6753811144827
"966","ukCoopWorkers","immigContributeTake",-7.97023343341243
"967","euPreventWar","euLeaveBigBusiness",-4.2793870343894
"968","lr4","changeCostLive",-10.6502337314041
"969","Age","changeCostLive",-20.3518522384775
"970","cabinetSupport","certaintyEULab",-10.6474320277321
"971","immigCon","likeBennett",-12.5552698128067
"972","euKnow2","UKsovereignty",-3.75888638100332
"973","efficacyPolCare","UKsovereignty",-29.7611234328242
"974","ukCoopMovement","effectsEUWorkers",-13.9613841127166
"975","profile_past_vote_2005","marital",-15.1202881418285
"976","gor","marital",-15.7521325543948
"977","euUndermineIdentity","countryOfBirth",-5.28780760647169
"978","campaigninfoLeave","likeGove",-12.3339098828874
"979","lr5","likeLD",-4.31482822577527
"980","euRefInterest","EUMIICategory",-12.3267430798332
"981","profile_turnout_2015","EUMIICategory",-27.9348756139188
"982","immigEcon","discussPolDays",-13.4123988792689
"983","campaigninfoRemain","betterDealEU",-5.22760844333425
"984","education","personality_openness",-7.12345527155048
"985","euRefInterest","socialDes_dk",-6.92681203761776
"986","immigEcon","al4",-7.34404293275657
"987","al1","al4",-37.1500536443837
"988","businessSupport","EUIntegrationSelf",-23.3941816195747
"989","immigSelf","EUIntegrationSelf",-13.6527310488509
"990","immigLD","profile_gross_household",-3.5086664835635
"991","englishness","gor",-10.5015300522355
"992","profile_turnout_2015","gor",-11.0474191938902
"993","personality_extraversion","tolUncertain1",-21.1685685389357
"994","conSupport","likeAlanJohnson",-14.9271115715201
"995","likeLab","UKsovereignty",-12.2740086301792
"996","britainFairShare","satDemEU",-9.47078445636998
"997","likeFarron","conUnited",-15.0482847759631
"998","likeFarage","blackEquality",-2.73479447666432
"999","euMore","euPreventWar",-6.6607530575875
"1000","likeCon","profile_past_vote_2005",-12.6814272738829
"1001","britainFairShare","changeEducation",-12.6842816968283
"1002","EUIntegrationGreen","immigUKIP",-7.93404413204007
"1003","likeAlanJohnson","euMemberJoin",-12.3234810144986
"1004","euLeaveVoice","effectsEUNHS",-5.68536103483802
"1005","al2","al3",-25.5520269993576
"1006","certaintyEULab","ukCoopMovement",-2.03071014732268
"1007","likeAlanJohnson","likeLab",-16.16596910517
"1008","euRefInterest","proConLeave",-12.532848396002
"1009","Age","satDemEng",-29.1461640080906
"1010","profile_household_size","satDemEng",-20.6954778578183
"1011","education","subjClass",-5.48810598867385
"1012","euRefInterest","euRefVote",-8.90248430698148
"1013","immigCon","certaintyUKLeave",-4.92012611982318
"1014","locus1","locus2",-21.2425392581099
"1015","euPreventWar","likeBoris",-4.2513048250712
"1016","likeOsborne","likeBoris",-18.7294420189774
"1017","lr5","al1",-8.02280633749342
"1018","al5","euSources_3",-10.8400664692062
"1019","effectsEUUnemployment","turkey",-4.98958458957713
"1020","lr1","likeCon",-9.99509947915794
"1021","likeUKIP","immigUKIP",-26.3260161160051
"1022","immigSelf","immigUKIP",-33.2234680535184
"1023","immigGreen","likeBennett",-25.6804668006862
"1024","ukCoopCAP","ukCoopEuro",-8.61406902822091
"1025","franceFairShare","euKnow5",-5.64816265549871
"1026","subjClass","country",-19.683187991086
"1027","socialDes_dk","profile_household_size",-8.69798971671662
"1028","subjClass","profile_gross_household",-13.463401342291
"1029","infoSourceTV","changeCostLive",-6.03617270771065
"1030","immigCultural","euMIISmall",-0.686094916984075
"1031","certaintyEULab","euRefInterest",-5.34038270776728
"1032","likeCorbyn","echr",-6.97600990391038
"1033","euDominance","partyContact1",-10.2930354342225
"1034","britainFairShare","effectsEUImmigration",-10.10237841865
"1035","likeFarage","effectsEUImmigration",-1.12532863432261
"1036","education","englishness",-9.79887707104535
"1037","EUIntegrationUKIP","EUIntegrationSelf",-7.12013852674318
"1038","likeCameron","remainTone",-9.71901114845605
"1039","certaintyUKLeave","riskTaking",-4.61737038161209
"1040","euLeaveVoice","leaveImpactBritain",-2.94746662140005
"1041","satDemEU","socialIdentityGlobalRemain",-2.89565307095108
"1042","euKnow1","euLeaveBigBusiness",-5.58500927913701
"1043","businessSupport","immigrantsWelfareState",-12.8122018953518
"1044","EUIntegrationCon","germanyFairShare",-4.59862782489199
"1045","tuSupport","germanyFairShare",-3.24844561671398
"1046","likeCorbyn","euParlOverRide",-7.11123619636328
"1047","al4","euSources_1",-9.22930983297738
"1048","effectsEUTrade","ukCoopTrade",-8.41986550087677
"1049","discussPolDays","gender",-16.0434780328401
"1050","efficacyEU","gender",-6.10841667882914
"1051","likeAlanJohnson","gender",-16.5955758626083
"1052","workingStatus","gender",-20.1132777683624
"1053","gayEquality","housing",-8.93188839172217
"1054","euSources_4","profile_newspaper_readership_201",-10.5470446000472
"1055","likeGove","noneuMore",-8.82551850130585
"1056","prevJob","noneuMore",-14.5173127954513
"1057","immigCultural","edlevel",-5.8224753115137
"1058","euRefVote","likeBoris",-22.0583129758888
"1059","UKsovereignty","satDemEU",-17.3110399453662
"1060","polAttention","euSources_2",-1.94880519441949
"1061","immigEcon","changeEconomy",-15.8691276432237
"1062","likeCon","changeEconomy",-16.8199197475005
"1063","profile_household_size","profile_gross_personal",-22.1509414204938
"1064","profile_ethnicity","profile_religion",-21.1622729038227
"1065","likeGrn","efficacyPolCare",-21.7446760449611
"1066","conSupport","effectsEUWorkers",-16.4127905035275
"1067","tuSupport","effectsEUWorkers",-5.74397880156903
"1068","satDemEU","satDemEng",-12.2106059278012
"1069","immigrantsWelfareState","immigCultural",-48.1764784719153
"1070","EUIntegrationCon","immigLD",-6.83000060763516
"1071","labSupport","EUIntegrationUKIP",-15.9470248438174
"1072","immigrantsWelfareState","al1",-3.57700488784212
"1073","euRedTape","profile_turnout_2015",-3.43653507516629
"1074","likeOsborne","familiesMore",-5.28718748422762
"1075","likeBennett","lr1",-7.96422868143691
"1076","echr","al5",-7.12310579817768
"1077","satDemUK","partyMember",-4.91721808598595
"1078","infoSourceInternet","infoSourceTV",-48.6665664335915
"1079","euSources_4","infoSourceTV",-22.775518595452
"1080","likeFarage","infoSourceTV",-4.60220032056168
"1081","lr1","germanyFairShare",-9.72727699461393
"1082","efficacyPolCare","changeNHS",-2.28618443920186
"1083","conSupport","euKnow2",-9.01719710865018
