"","from","to","strength"
"545","euUndermineIdentity","europeanness",-10.5462954198101
"546","immigCultural","socialIdentityGlobalRemain",-2.42691133833796
"547","polAttention","immigEcon",-6.28744145255405
"548","al_scale","immigContributeTake",-19.7457099542335
"549","euParlOverRide","al_scale",-25.9176708879786
"550","likeLab","likeLD",-149.574684669366
"551","profile_past_vote_2005","infoSourceRadio",-18.2839953267667
"552","selfOccStatus","profile_past_vote_2010",-74.07766464015
"553","britainFairShare","effectsEUImmigration",-15.4355205278207
"554","polAttention","euSources_2",-24.9363479924505
"555","polAttention","euLeaveScotIndep",-0.748070523144634
"556","lr_scale","lr5",-46.1393246390107
"557","al_scale","lr5",-25.0445670969566
"558","EUIntegrationSelf","euRefCertainty",-4.91318879086248
"559","conSupport","certaintyEUCon",-28.0190520217211
"560","al5","profile_education_age",-27.3478863076052
"561","likeCon","likeGove",-33.8369944104197
"562","likeUKIP","socialIdentityGlobalLeave",-15.2527215754453
"563","certaintyEUCon","certaintyEULD",-67.8928272122148
"564","immigrantsWelfareState","campaigninfoLeave",-16.4558768950774
"565","immigCultural","immigrantsWelfareState",-36.6774276188225
"566","profile_household_children","noDependentsInHousehold",-55.3395196201277
"567","labUnited","likeLD",-10.3798241578734
"568","personality_neuroticism","socialDes_none",-33.2238871929494
"569","immigrantsWelfareState","al2",-10.6185647736856
"570","leaveImpactSelf","certaintyUKLeave",-49.0023163722781
"571","polAttention","betterDealEU",-1.69268934451065
"572","UKsovereignty","effectsEUWorkers",-27.9962119137444
"573","likeLab","subjClass",-57.7488905522323
"574","al_scale","subjClass",-27.5780215284913
"575","EUIntegrationCon","likeAlanJohnson",-11.6523583519447
"576","monarch","al3",-20.8128225138926
"577","euRefTurnout","postalapply",-801.709568399008
"578","lr4","likeCameron",-33.6027207867082
"579","al_scale","gayEquality",-1.37911882185836
"580","profile_education_age","englishness",-26.2662254296301
"581","likeLab","ukCoopWorkers",-24.0053539803694
"582","socialIdentityGlobalLeave","leaveTone",-16.3850658202446
"583","infoSourcePeople","riskTaking",-16.9664451292883
"584","satDemUK","changeEconomy",-23.0835553759425
"585","immigrantsWelfareState","friendsEU",-9.7684624988342
"586","parentsForeign","friendsEU",-97.4900240745255
"587","gender","efficacyEU",-39.2265443722035
"588","conSupport","effectsEUUnemployment",-7.67387578722082
"589","euUKRich","likeBoris",-10.6622237617485
"590","Age","al1",-11.8830992869134
"591","lr_scale","profile_gross_household",-38.9407312720941
"592","immigEcon","euMore",-43.607698495729
"593","likeCameron","likeUKIP",-48.0287718990839
"594","workingStatus","housing",-59.507388772412
"595","al_scale","changeCrime",-43.763000875615
"596","Age","headHouseholdPast",-42.3390921282407
"597","echr","britainFairShare",-9.80437522620832
"598","europeanness","livedAbroad",-53.3044228475173
"599","locus1","personality_neuroticism",-44.6030238923486
"600","locus2","personality_neuroticism",-63.5107144473332
"601","effectsEUWorkers","effectsEUFinance",-59.6377984728433
"602","britainFairShare","effectsEUFinance",-10.0696221979806
"603","likeLab","partyId",-87.6660291263561
"604","likeCon","partyId",-75.4360848413144
"605","marital","selfOccStatus",-39.8825413314007
"606","certaintyEULab","efficacyUnderstand",-21.0273165311282
"607","businessSupport","ldSupport",-54.0825486994727
"608","certaintyUKRemain","normEU",-11.6803527851989
"609","bestPM","Age",-38.9746834799298
"610","likeAlanJohnson","partyMember",-14.8547023065757
"611","likeGrn","certaintyEUGreen",-48.6556671891349
"612","echr","immigSelf",-6.60151506496004
"613","socialDes_dk","profile_religion_denom",-33.3344782304175
"614","euMemberJoin","benefitsToMigrants",-10.4400075952399
"615","euKnow6","euKnow3",-22.727373752994
"616","euUKRich","satDemEU",-13.5346799392555
"617","likeCorbyn","personality_conscientiousness",-27.1885166275388
"618","effectsEUTrade","effectsEUImmigration",-10.2839987122534
"619","leaveImpactSelf","europeanness",-30.0214082601142
"620","discussPolDays","asylumMore",-20.5022843431725
"621","benefitsToMigrants","changeImmig",-11.7606077200435
"622","franceFairShare","effectsEUTrade",-0.122143252290698
"623","lr1","monarch",-12.8648428509023
"624","Age","tolUncertain1",-38.1510005620512
"625","euMemberJoin","effectsEUNHS",-7.69700502168962
"626","al5","tolUncertain1",-2.532955519604
"627","immigrantsWelfareState","profile_newspaper_readership_201",-2.99676213075145
"628","likeGove","changeEducation",-6.38026553732016
"629","Age","euKnow2",-24.7142810295099
"630","certaintyUKRemain","euUKRich",-22.4806647769092
"631","infoSourcePaper","euSources_4",-18.4037510780008
"632","lr_scale","femaleEquality",-16.7820361395216
"633","Age","polKnowMiliband",-46.18873812518
"634","leaveImpactBritain","certaintyUKRemain",-27.8823384802654
"635","polAttention","likeBennett",-27.8697122496851
"636","certaintyEUUKIP","euKnow6",-5.18831684516408
"637","immigUKIP","RPrivSchnew_dk",-30.7216799821035
"638","selfOccStatusLast","riskTaking",-3.16489324697613
"639","likeAlanJohnson","franceFairShare",-6.66757930074891
"640","ukCoopMovement","ukCoopTrade",-38.3987224017778
"641","certaintyEULD","immigGreen",-31.0919548923666
"642","al3","regSatisfaction",-12.8475762653798
"643","polAttention","profile_turnout_2015",-17.1571850220844
"644","leaveImpactBritain","campaigninfoLeave",-13.2527079851898
"645","polAttention","al2",-12.0633328659897
"646","immigEcon","likeUKIP",-7.97657709047235
"647","profile_past_vote_2015","pccVote1",-8.53213474214317
"648","cabinetSupport","lr1",-69.5624380319441
"649","marital","schoolChildrenInHousehold",-18.6904361578231
"650","UKsovereignty","ukipUnited",-15.8551158097889
"651","satDemEng","satDemEU",-45.2270059728598
"652","echr","UKsovereignty",-13.3418854778629
"653","certaintyEULD","euKnow5",-0.31808047152299
"654","gender","femaleEquality",-75.2305074754813
"655","selfOccStatus","profile_household_children",-19.1770497953876
"656","profile_ethnicity","pccTurnout",-20.7948701954756
"657","Age","partyId",-13.5675642787537
"658","conSupport","partyIdEU",-15.9328926698126
"659","likeCon","partyIdEU",-21.2214571138202
"660","euRefInterest","socialIdentityGlobalRemain",-15.4452920514086
"661","labUnited","remainTone",-5.53844981608017
"662","labSupport","conSupport",-39.2519971404872
"663","locus2","partyMember",-25.6086092573496
"664","lr1","likeCon",-26.9388335268141
"665","changeEducation","effectsEUNHS",-6.81752153622438
"666","EUIntegrationUKIP","euSources_1",-15.5274100855795
"667","ukCoopTrade","ukCoopCAP",-28.9993786207469
"668","gender","ukCoopCAP",-21.837943922691
"669","polKnowClegg","polKnowMay",-44.0300712331318
"670","personality_agreeableness","personality_extraversion",-12.6513227936302
"671","riskTaking","personality_extraversion",-53.2456971217962
"672","likeCameron","likeBoris",-25.3601813110272
"673","al4","monarch",-10.1135373056477
"674","socialIdentityGlobalRemain","campaigninfoRemain",-12.0331079035004
"675","conSupport","euKnow2",-17.8891251662308
"676","personality_agreeableness","socialDesScale",-225.990726947834
"677","likeCorbyn","immigCultural",-14.1932369743408
"678","likeLab","satDemUK",-55.2609040556599
"679","likeUKIP","ukCoopMovement",-7.1002277896032
"680","likeGove","euRedTape",-4.89715682982023
"681","euSources_5","euCloser",-8.81822692119658
"682","likeCorbyn","immigrantsWelfareState",-23.2540709352143
"683","grnUnited","EUIntegrationGreen",-14.0265811561403
"684","likeUKIP","immigContributeTake",-12.3789832104321
"685","euCloser","immigEcon",-21.9823420469147
"686","personality_neuroticism","socialDes_dk",-15.4742596701619
"687","immigContributeTake","euRefFinal",-17.0377454013869
"688","polAttention","infoSourcePeople",-52.2448466372571
"689","infoSourcePaper","infoSourceRadio",-31.9564512828347
"690","profile_education_age","languageSkills",-5.3731736513023
"691","euSources_2","euSources_3",-68.7586637490558
"692","infoSourcePaper","euSources_3",-51.8252638541526
"693","tolUncertain2","livedAbroad",-27.5171936867432
"694","regSatisfaction","partyMember",-22.1661783730806
"695","efficacyPolCare","partyMember",-55.9637563921178
"696","tuSupport","immigCon",-17.8490161459194
"697","ukipUnited","socialIdentityGlobalLeave",-16.3482397243642
"698","Age","EUMIICategory",-40.2193203112402
"699","likeCorbyn","labUnited",-45.2299066753603
"700","effectsEUWorkers","euLeaveVoice",-10.8744453921354
"701","gender","profile_gross_household",-20.9979253862075
"702","certaintyEUUKIP","immigLD",-18.6705247077334
"703","polKnowMiliband","polKnowOsborne",-46.8324628141536
"704","lr1","bestOnMII",-6.33422326164509
"705","ukCoopEuro","childBenefitsRepatriate",-17.1242908257482
"706","certaintyEULD","euLeaveBigBusiness",-3.43230502539336
"707","EUIntegrationSelf","socialIdentityGlobalRemain",-13.3752150918699
"708","ukCoopMovement","euUndermineIdentity",-20.1283479827298
"709","discussPolDays","euSources_4",-10.3861936982175
"710","bestPM","likeLD",-27.1923020984359
"711","ldSupport","immigUKIP",-5.2397334900088
"712","likeGrn","euLawsLevel",-20.1637455235232
"713","Age","labUnited",-32.885146619532
"714","euLeaveBigBusiness","euLawsLevel",-14.0760390654923
"715","likeLab","changeCrime",-12.6084322468323
"716","euLeaveBigBusiness","effectsEUTerror",-21.6922190502428
"717","housing","profile_household_size",-28.4059439997782
"718","femaleEquality","gayEquality",-358.168070661645
"719","al_scale","femaleEquality",-3.53840533960374
"720","EUIntegrationUKIP","immigCon",-19.9486382547311
"721","britishness","profile_turnout_2015",-20.7833247580345
"722","likeLab","blackEquality",-9.44097852551022
"723","ukCoopWorkers","euParlOverRide",-3.64220024776114
"724","euUKRich","euLeaveVoice",-3.60733659930702
"725","likeCorbyn","likeFarron",-96.6926678826785
"726","Age","likeFarron",-22.2628391482231
"727","locus1","partyMember",-17.9234420969206
"728","Age","changeImmig",-15.2801443060125
"729","euLeaveBigBusiness","betterDealEU",-9.48651957978109
"730","infoSourceTV","euSources_99",-17.8620144330698
"731","Age","profile_ethnicity",-34.1332248046438
"732","benefitsToMigrants","britishness",-9.7696963122944
"733","al4","personality_openness",-8.73701372422329
"734","likeAlanJohnson","euRefInterest",-4.22736139699828
"735","UKsovereignty","effectsEUTrade",-6.84641280632968
"736","polAttention","polKnowBercow",-7.19664301949706
"737","ukCoopMovement","euMemberJoin",-10.768206017352
"738","certaintyEUUKIP","euMemberJoin",-7.9022142595968
"739","likeBoris","al1",-12.2972226186466
"740","businessSupport","cabinetSupport",-36.1341616911532
"741","gender","riskTaking",-13.7253165560696
"742","likeLab","EUIntegrationSelf",-11.2705417649158
"743","likeAlanJohnson","infoSourceTV",-20.2882505419329
"744","ukCoopCAP","ukCoopEuro",-14.3590110622663
"745","workingStatus","education",-12.3412634186752
"746","polKnowClegg","socialDes_4",-14.4264912906179
"747","immigUKIP","proConRemain",-11.7634264897133
"748","euMemberJoin","franceFairShare",-9.65670035552648
"749","EUIntegrationLD","ldUnited",-12.5356574328634
"750","ldUnited","ukipUnited",-176.07683281117
"751","bestOnMII","EUMIICategory",-10.6330587893317
"752","immigCon","likeGove",-6.32797541030232
"753","leaveImpactBritain","likeGove",-25.5017755123099
"754","lr_scale","likeOsborne",-10.9136762971357
"755","Age","euRedTape",-21.2268096774387
"756","EUIntegrationLab","EUIntegrationSelf",-46.2366890301637
"757","locus1","parentsForeign",-20.5620631300635
"758","likeCameron","campaigninfoRemain",-22.2283675501512
"759","likeCameron","likeFarron",-47.0023247167865
"760","labUnited","likeFarron",-15.5113434700397
"761","Age","edlevel",-40.8234418736574
"762","marital","preschoolChildrenInHousehold",-42.9661092546939
"763","gender","personality_agreeableness",-39.4310371524898
"764","satDemEU","socialIdentityGlobalRemain",-12.0327394037031
"765","lr_scale","housing",-4.17593022914662
"766","gender","infoSourcePeople",-33.451490328398
"767","likeLab","likeGrn",-31.3965357522447
"768","EUIntegrationUKIP","likeGrn",-20.1849294217664
"769","certaintyEUGreen","grnUnited",-40.8354158139518
"770","conSupport","euUKRich",-9.2612984184052
"771","ukCoopEuro","europeanness",-20.3362393776551
"772","euLeaveScotIndep","euRefFinal",-7.95109893002427
"773","Age","discussPolDays",-66.7973023756767
"774","Age","ns_sec_analytic",-37.5471562380026
"775","infoSourceInternet","infoSourcePaper",-27.7921505260529
"776","effectsEUEcon","campaigninfoLeave",-5.34840148479998
"777","immigLab","ldUnited",-13.2264591084258
"778","likeGove","ukCoopWorkers",-7.53303177069665
"779","EUIntegrationSelf","socialIdentityGlobalLeave",-7.44244142014395
"780","profile_education_age","disability",-30.5263547320455
"781","pccTurnout","postalapply",-22.0441323923947
"782","euSources_4","friendsEU",-4.84373202952338
"783","certaintyEUUKIP","education",-19.2479163466342
"784","profile_turnout_2015","euRefTurnout",-24.5855541111632
"785","gender","likeAlanJohnson",-25.6708961950008
"786","leaveImpactBritain","euLeaveScotIndep",-2.9986014551996
"787","monarch","englishness",-8.12369964507525
"788","immigLD","studentsMore",-7.12670094576424
"789","germanyFairShare","changeCrime",-7.58316755294436
"790","certaintyEUCon","efficacyEU",-23.056903218323
"791","bestPM","monarch",-12.3945788288402
"792","al1","childBenefitsRepatriate",-3.50977713497105
"793","likeUKIP","al2",-5.89189110985171
"794","UKsovereignty","satDemEU",-19.802617886694
"795","ldSupport","satDemEU",-19.6717176747616
"796","infoSourceInternet","euSources_1",-32.0651779122099
"797","EUIntegrationCon","EUIntegrationLD",-27.3141010071722
"798","likeLab","profile_past_vote_2015",-24.1341699333389
"799","likeAlanJohnson","euKnow6",-18.4153205406537
"800","likeAlanJohnson","likeGrn",-7.14190407589558
"801","immigCultural","changeImmig",-28.5957145986813
"802","profile_gross_personal","selfOccStatus",-41.7570595404304
"803","britainFairShare","bestOnMII",-15.834522372299
"804","riskTaking","livedAbroad",-47.7995747904301
"805","education","profile_newspaper_readership_201",-11.8981486477896
"806","euKnow2","polKnowMay",-12.0330751031661
"807","ukCoopTrade","immigContributeTake",-15.9692915724463
"808","ukCoopMovement","ukCoopCAP",-29.0671522561497
"809","gender","euKnow1",-14.2876244438994
"810","housing","infoSourceRadio",-8.02338657743712
"811","immigCon","likeFarage",-8.47254002848058
"812","generalElectionVote","profile_past_vote_2005",-17.6073606300943
"813","euLawsLevel","EUIntegrationSelf",-11.2764917137429
"814","euSources_111","discussPolDays",-29.6533301217114
"815","certaintyEUCon","changeImmig",-10.1153440842045
"816","benefitsToMigrants","blackEquality",-8.20329752555335
"817","euUKRich","euUndermineIdentity",-5.48602080280216
"818","socialIdentityGlobalLeave","proConLeave",-1.71919829146645
"819","personality_conscientiousness","al3",-4.75241577212182
"820","monarch","profile_religion_denom",-13.394494524764
"821","likeOsborne","changeNHS",-13.5178452587252
"822","certaintyEULD","EUIntegrationGreen",-20.8019791388451
"823","euRefInterest","leaveImpactBritain",-13.4256190645547
"824","al4","profile_religion",-27.9606512436076
"825","effectsEUFinance","effectsEUTrade",-13.844683504607
"826","englishness","profile_ethnicity",-33.5754871318495
"827","euParlOverRide","euRedTape",-7.71661717657662
"828","euUKRich","euRedTape",-28.5540401162507
"829","euLeaveBigBusiness","euKnow1",-8.65904926378062
"830","euRefInterest","leaveImpactSelf",-32.2610196288078
"831","Age","leaveImpactSelf",-26.9856197007739
"832","immigLab","franceFairShare",-5.97490604608356
"833","englishness","localTurnoutRetro",-14.0731173775421
"834","euUKRich","euMore",-19.1833137584399
"835","beliefTradeoff","satDemUK",-11.8979365425112
"836","efficacyPolCare","likeAlanJohnson",-26.3262345312451
"837","immigCultural","englishness",-7.03453629422074
"838","businessSupport","conUnited",-12.857724762398
"839","housing","profile_turnout_2015",-23.4381932581421
"840","likeBennett","immigGreen",-15.1741589120938
"841","satDemEU","turkey",-10.0096443026032
"842","likeGove","noneuMore",-9.31071808196793
"843","housing","euSources_3",-9.58755759068663
"844","Age","preschoolChildrenInHousehold",-65.749039557831
"845","monarch","benefitsToMigrants",-4.68669879416848
"846","likeOsborne","satDemUK",-12.2519125429371
"847","al3","al5",-16.0592441184099
"848","prevJob","profile_past_vote_2010",-23.8617961416057
"849","certaintyEUUKIP","prefTradeoff",-11.7954315827265
"850","EUIntegrationGreen","normEU",-4.50811580520531
"851","immigLD","effectsEUUnemployment",-3.00431997057967
"852","immigrantsWelfareState","euMore",-11.6573237183075
"853","lr5","likeLD",-6.76388933980525
"854","immigCultural","euRefCertainty",-4.92218605336166
"855","labSupport","immigLD",-31.1117265460471
"856","immigCon","immigLD",-39.3337549442786
"857","gender","UKsovereignty",-15.5987638836777
"858","subjClass","RPrivSchnew_dk",-17.0131933762477
"859","EUIntegrationCon","asylumMore",-2.79995260492251
"860","profile_household_children","al4",-12.8594366491234
"861","certaintyUKLeave","remainTone",-14.9121927503984
"862","immigSelf","euSources_4",-3.57677759336912
"863","immigCon","immigEcon",-16.1759112683994
"864","immigUKIP","polKnowOsborne",-13.4927201803662
"865","euSources_1","euSources_5",-179.503816323794
"866","infoSourceTV","euSources_5",-93.7712398225976
"867","changeCrime","effectsEUTerror",-14.534326483983
"868","certaintyEULab","betterDealEU",-2.38045331190187
"869","euLeaveBigBusiness","socialIdentityGlobalRemain",-7.18820467157457
"870","likeBoris","effectsEUWorkers",-2.47818350803936
"871","likeGrn","immigSelf",-7.76506968061221
"872","ukipUnited","grnUnited",-313.234880751666
"873","personality_conscientiousness","locus2",-17.7995066309268
"874","certaintyEUCon","Age",-6.21218118372781
"875","subjClass","partyId",-19.7669986501987
"876","locus2","socialDes_none",-24.7865866630086
"877","likeLab","generalElectionVote",-25.739173175547
"878","marital","profile_past_vote_2005",-25.767478175072
"879","euLawsLevel","europeanness",-6.31887232592453
"880","euLeaveScotIndep","likeBoris",-4.48151133694773
"881","certaintyUKRemain","euCloser",-9.0729848160172
"882","likeCon","changeEconomy",-3.18463900505412
"883","satDemUK","britishness",-6.26911485328674
"884","Age","tolUncertain3",-7.43464880864394
"885","europeanness","languageSkills",-16.5430140518133
"886","tolUncertain2","languageSkills",-11.5257114302153
"887","infoSourcePaper","profile_newspaper_readership_201",-19.4334489769753
"888","franceFairShare","blackEquality",-4.58539675558495
"889","profile_religion_denom","countryOfBirth",-14.4496741461899
"890","benefitsToMigrants","immigContributeTake",-14.9163639735707
"891","franceFairShare","euKnow5",-10.1403583216807
"892","gender","efficacyUnderstand",-11.3684137553118
"893","immigGreen","immigUKIP",-10.4794741903988
"894","immigLab","ukCoopMovement",-4.06582010186139
"895","immigGreen","euLeaveScotIndep",-7.01196227749824
"896","labUnited","campaigninfoRemain",-5.99377275062216
"897","immigCon","certaintyEULD",-12.5542251919433
"898","locus1","friendsEU",-18.5866058404054
"899","immigLab","immigCultural",-13.9435995183994
"900","labSupport","EUIntegrationCon",-16.0764786978907
"901","marital","profile_household_children",-26.1688290627262
"902","socialDes_dk","polKnowClegg",-7.85899026371141
"903","lr1","likeBennett",-22.154733935964
"904","immigCon","leaveTone",-5.35428390770539
"905","likeCon","euParlOverRide",-3.06274093787943
"906","effectsEUNHS","socialIdentityGlobalLeave",-10.5835778282308
"907","ukCoopMovement","benefitsToMigrants",-7.51555873198959
"908","immigLab","polAttention",-19.8258444957919
"909","likeAlanJohnson","infoSourcePaper",-13.4777366883955
"910","leaveImpactSelf","effectsEUUnemployment",-104.431639779737
"911","immigContributeTake","education",-12.545349809152
"912","euLeaveScotIndep","euRefExpectation",-4.76067919878915
"913","certaintyEULD","grnUnited",-12.9221494218109
"914","likeBennett","grnUnited",-19.0540970394832
"915","countryOfBirth","pccTurnout",-7.87308727481468
"916","cabinetSupport","certaintyEULab",-10.5717243929284
"917","euLeaveBigBusiness","euKnow6",-2.19134031921749
"918","al3","blackEquality",-16.5618767404103
"919","likeLab","euKnow6",-34.3053276720111
"920","euDominance","euMIISmall",-22.6520316791393
"921","immigCon","likeOsborne",-9.39751623491065
"922","lr4","lr5",-20.2583116204078
"923","gender","polKnowMiliband",-17.7477657448235
"924","gender","lr5",-22.5457748323188
"925","infoSourcePeople","euSources_2",-54.6053787375486
"926","efficacyPolCare","al5",-6.94535909740443
"927","socialDes_dk","euRefFinal",-4.35520075302156
"928","effectsEUUnemployment","franceFairShare",-4.40449802394323
"929","proConRemain","proConLeave",-21.3703564744392
"930","gender","germanyFairShare",-6.86489999056539
"931","asylumMore","immigrantsWelfareState",-20.1665658226302
"932","efficacyPolCare","likeLab",-40.13503063403
"933","lr_scale","likeLab",-15.9380336078848
"934","euKnow1","euKnow3",-12.2567728645408
"935","labUnited","socialIdentityGlobalRemain",-5.0063706343135
"936","tolUncertain1","personality_neuroticism",-7.18718646023262
"937","lr2","al1",-11.1385712150022
"938","immigCultural","al1",-13.5075842522238
"939","monarch","regSatisfaction",-7.3840665870066
"940","polKnowMiliband","socialDes_2",-24.3094240879482
"941","EUIntegrationSelf","proConLeave",-9.09590023570308
"942","personality_agreeableness","selfOccStatus",-15.2344464998296
"943","ldSupport","euKnow4",-7.52177758952075
"944","benefitsToMigrants","al5",-15.0427870670192
"945","socialDesScale","al_scale",-19.5156234928763
"946","immigContributeTake","changeImmig",-14.05082053554
"947","immigLab","labUnited",-17.6594871038396
"948","certaintyEUCon","EUMIICategory",-6.40604200735834
"949","euKnow2","euKnow5",-23.5253459630003
"950","euSources_3","education",-20.0690049388395
"951","likeCon","privatePrimarySchool",-8.6906507670019
"952","likeLab","livedAbroad",-11.8043724347071
"953","likeLab","localTurnoutRetro",-17.7735442972316
"954","franceFairShare","changeEducation",-9.44101441485327
"955","leaveImpactBritain","euPreventWar",-7.10727059823148
"956","businessSupport","effectsEUEcon",-7.92583119627216
"957","lr_scale","al_scale",-59.6684930620795
"958","lr4","al_scale",-3.73730149913172
"959","discussPolDays","socialIdentityGlobalLeave",-10.0759266560744
"960","euKnow2","immigContributeTake",-13.8376120659541
"961","selfOccStatus","ns_sec_analytic",-37.6066322086917
"962","certaintyEUUKIP","profile_gross_household",-8.71207205191604
"963","immigLD","likeFarron",-17.3578985333843
"964","labSupport","immigrantsWelfareState",-2.62490200683715
"965","personality_neuroticism","disability",-18.2453579952653
"966","likeBennett","echr",-2.2903485664483
"967","euSources_2","partyContact1",-12.6077135463152
"968","ukCoopCAP","effectsEUNHS",-8.20849290288425
"969","likeLab","immigLD",-16.9809776293332
"970","profile_gross_household","likeAlanJohnson",-13.5678614524004
"971","EUIntegrationSelf","monarch",-34.70226586219
"972","ldSupport","turkey",-9.49188391574535
"973","likeCon","immigLab",-5.64982157080522
"974","lr_scale","effectsEUWorkers",-7.4341835340947
"975","ukCoopMovement","effectsEUWorkers",-10.090891976005
"976","immigCon","immigSelf",-24.9596547315814
"977","conUnited","prefTradeoff",-16.7844822484712
"978","lr2","prefTradeoff",-9.92267745540448
"979","ukCoopTrade","effectsEUTrade",-11.5978873464792
"980","immigEcon","ukCoopMovement",-30.5355843013995
"981","immigEcon","euKnow6",-4.48858318797829
"982","euSources_99","euSources_111",-18.2828260320782
"983","profile_gross_personal","marital",-25.1321764750846
"984","labSupport","lr1",-23.3623574470621
"985","turkey","betterDealEU",-11.8148548441004
"986","euSources_1","betterDealEU",-5.12956181053232
"987","partyMember","countryOfBirth",-5.2629040487318
"988","UKsovereignty","ukCoopEuro",-27.488912728224
"989","likeCorbyn","likeFarage",-52.5090040852028
"990","likeCameron","likeFarage",-42.2170275009012
"991","immigSelf","likeFarage",-5.50892829781151
"992","immigLD","ukCoopCAP",-5.5466221513152
"993","tolUncertain3","livedAbroad",-20.1663254294326
"994","bestOnMII","partyMember",-7.41511526269733
"995","euRefInterest","euKnow2",-5.24850837007216
"996","immigGreen","euKnow1",-9.6325957691115
"997","gender","socialDes_1",-9.8117461417487
"998","friendsEU","gor",-18.7966066665776
"999","profile_turnout_2015","postalapply",-23.4397371837349
"1000","EUIntegrationUKIP","immigUKIP",-12.9984619175611
"1001","businessSupport","immigUKIP",-16.9279918056527
"1002","lr_scale","satDemUK",-1.67634386112968
"1003","socialDesScale","al1",-20.8425251771368
"1004","ldSupport","certaintyUKLeave",-1.65870491057649
"1005","ldSupport","certaintyEULD",-39.5436436093614
"1006","labSupport","certaintyEULD",-11.5718106844579
"1007","efficacyPolCare","polAttention",-46.0388483052775
"1008","polAttention","euRefInterest",-460.095167694912
"1009","certaintyEUUKIP","polAttention",-8.19483005211987
"1010","likeFarron","polAttention",-14.62255974449
"1011","personality_openness","socialDes_dk",-1.07884031711933
"1012","gender","monarch",-26.9626592720233
"1013","socialDesScale","socialDes_none",-19.3462194120411
"1014","Age","personality_extraversion",-22.9476260766442
"1015","gender","personality_extraversion",-10.9610747528022
"1016","infoSourcePaper","riskTaking",-11.5958362191159
"1017","ns_sec_analytic","profile_religion_denom",-14.184674210881
"1018","euParlOverRide","euMemberJoin",-6.5527073610192
"1019","euUKRich","euMemberJoin",-8.84930613405595
"1020","EUIntegrationCon","gender",-4.72648159035634
"1021","Age","riskTaking",-15.3525557381563
"1022","euRefInterest","discussPolDays",-14.1384761117988
"1023","euUKRich","immigSelf",-7.88348282763945
"1024","profile_household_size","euRefTurnout",-24.0857225836171
"1025","likeFarage","campaigninfoLeave",-2.09391890901315
"1026","labUnited","proConRemain",-14.7661477539259
"1027","polAttention","partyIdEU",-14.8170073439724
"1028","parliamentSupport","UKsovereignty",-8.26797280568098
"1029","conSupport","likeAlanJohnson",-20.0007943111286
"1030","personality_conscientiousness","profile_education_age",-8.62699423007507
"1031","selfOccStatus","profile_education_age",-14.9023519138518
"1032","profile_gross_household","profile_education_age",-23.427732593047
"1033","EUIntegrationLab","euSources_1",-8.60411983942595
"1034","likeBennett","likeGove",-2.87175578503047
"1035","certaintyUKRemain","campaigninfoRemain",-8.76638251643453
"1036","UKsovereignty","britainFairShare",-7.06527210186141
"1037","immigGreen","infoSourceInternet",-5.99485506103156
"1038","likeBennett","asylumMore",-18.6689815135669
"1039","effectsEUTrade","euRefFinal",-10.6763183484572
"1040","workingStatus","personality_agreeableness",-9.39230353357016
"1041","pccTurnout","profile_turnout_2015",-8.98963906068275
"1042","euSources_4","profile_newspaper_readership_201",-13.417696155826
"1043","beliefTradeoff","likeBoris",-16.1003254956649
"1044","certaintyEUUKIP","euLawsLevel",-4.94789607510393
"1045","likeAlanJohnson","discussPolDays",-3.64872637720691
"1046","education","privatePrimarySchool",-0.112251047052723
"1047","Age","privatePrimarySchool",-16.6306120089548
"1048","likeBoris","immigrantsWelfareState",-21.4703116998171
"1049","echr","immigEcon",-8.80349197736905
"1050","EUIntegrationLab","britainFairShare",-9.71317243215617
"1051","euLawsLevel","asylumMore",-37.0664338999031
"1052","profile_gross_personal","ns_sec_analytic",-10.3874673254813
"1053","EUIntegrationSelf","euRedTape",-3.46146008916548
"1054","likeLab","gor",-10.4934369797338
"1055","likeGrn","al1",-9.52855690120668
"1056","efficacyUnderstand","personality_neuroticism",-10.8031586049437
"1057","EUIntegrationCon","immigLD",-10.0015799670527
"1058","echr","al3",-9.74116201578363
"1059","parliamentSupport","likeCorbyn",-14.6126892826287
"1060","riskTaking","friendsEU",-17.2635086878263
"1061","likeCon","pccVote1",-18.9094213475564
"1062","polAttention","efficacyEU",-15.1020205061477
"1063","personality_openness","profile_newspaper_readership_201",-23.8247326623241
"1064","polKnowClegg","profile_newspaper_readership_201",-32.8816141230345
"1065","euCloser","immigCultural",-10.0307703586368
"1066","gender","franceFairShare",-15.5329048507119
"1067","echr","al2",-8.44682903664034
"1068","likeGrn","partyId",-8.26449668618261
"1069","polAttention","partyId",-4.9961816322666
"1070","echr","normEU",-2.63154414362725
"1071","friendsEU","socialDes_dk",-12.8661363206238
"1072","gender","education",-19.9054474889308
"1073","immigCon","effectsEUWorkers",-8.79339768735554
"1074","polAttention","effectsEUWorkers",-18.2576440199873
"1075","immigEcon","gor",-7.60729151259147
"1076","EUIntegrationUKIP","euLeaveBigBusiness",-9.95324213834647
"1077","education","livedAbroad",-18.5558807239631
"1078","Age","livedAbroad",-24.4152942331434
"1079","al3","satDemUK",-5.90868811536075
"1080","socialDes_3","blackEquality",-12.1335501615886
"1081","Age","certaintyUKLeave",-20.0102643656446
"1082","euLeaveBigBusiness","ukCoopEuro",-13.8284618252728
"1083","econGenRetro","livedAbroad",-18.3916868008696
