"","from","to","strength"
"535","euUKRich","remainTone",-2.78679910448636
"536","euSources_1","euSources_4",-20.5155061333394
"537","infoSourceTV","euSources_4",-8.15967591179367
"538","tolUncertain2","livedAbroad",-2.35832222106023
"539","conSupport","certaintyEUUKIP",-2.82021219090996
"540","likeLD","gender",-7.77928010429952
"541","certaintyEULD","gender",-4.30693773384866
"542","effectsEUUnemployment","effectsEUEcon",-19.9602127806891
"543","socialDes_dk","socialDes_2",-8.07547390444623
"544","euGovtLeaflet","registered",-6.28015316728141
"545","euLeaveBigBusiness","effectsEUTerror",-2.21182245952764
"546","countryOfBirth","parentsForeign",-15.7480972266597
"547","locus2","parentsForeign",-9.91095570889405
"548","blackEquality","parentsForeign",-3.81102952749978
"549","Age","infoSourceInternet",-7.99426018774852
"550","immigEcon","livedAbroad",-6.80343608572906
"551","effectsEUWorkers","ukCoopMovement",-2.35154879267486
"552","asylumMore","echr",-10.8105659754808
"553","euUndermineIdentity","immigCon",-0.988922954315058
"554","euSources_5","profile_newspaper_readership_201",-3.24081510988299
"555","euPreventWar","campaigninfoRemain",-3.83636140484305
"556","socialDes_3","personality_conscientiousness",-6.01412085526704
"557","immigContributeTake","al2",-13.9715896801806
"558","echr","europeanness",-0.676020352167598
"559","generalElectionVote","partyIdEU",-8.33264463171247
"560","monarch","echr",-5.01235890406338
"561","Age","likeAlanJohnson",-7.1466385547435
"562","likeCon","likeAlanJohnson",-0.140310589181809
"563","pccTurnout","profile_turnout_2015",-2.30223337700227
"564","effectsEUEcon","lr_scale",-4.05024145358993
"565","euUndermineIdentity","certaintyEUCon",-2.05130436953266
"566","pccTurnout","postalapply",-7.46924991347248
"567","polKnowOsborne","socialDes_1",-7.50349682256802
"568","housing","profile_household_size",-6.02200122412728
"569","lr3","likeCon",-5.99911197415418
"570","gender","personality_agreeableness",-2.44249892565085
"571","franceFairShare","UKsovereignty",-3.69008435411638
"572","familiesMore","UKsovereignty",-8.32431840549748
"573","socialDes_3","polKnowMiliband",-3.79244232701762
"574","changeEconomy","changeEducation",-2.92051564067287
"575","Age","changeImmig",-8.19216356398647
"576","polKnowMiliband","polKnowOsborne",-6.32564981249686
"577","euUKRich","euLeaveScotIndep",-2.07292674559858
"578","euUndermineIdentity","prefTradeoff",-2.22069259136106
"579","ukCoopCAP","likeGove",-4.42532827262471
"580","likeBennett","certaintyEUGreen",-3.94683908678064
"581","EUIntegrationLD","ldUnited",-1.82104949784707
"582","euLawsLevel","socialIdentityGlobalLeave",-4.98853770728965
"583","gender","changeNHS",-6.56907190929405
"584","disability","EUIntegrationSelf",-1.7599832458518
"585","likeFarage","likeCorbyn",-10.3201059439382
"586","ukCoopWorkers","likeCorbyn",-4.93210256441739
"587","grnUnited","profile_past_vote_2015",-10.5618970237927
"588","conSupport","EUIntegrationUKIP",-3.37135005632354
"589","likeCorbyn","profile_past_vote_2005",-4.48078495961317
"590","socialIdentityGlobalLeave","euRefExpectation",-4.04184722188347
"591","likeOsborne","euPreventWar",-5.62942177528771
"592","effectsEUTrade","betterDealEU",-1.02027918939416
"593","campaigninfoRemain","proConRemain",-4.71784896106942
"594","lr_scale","lr5",-6.52341517844593
"595","efficacyPolCare","efficacyUnderstand",-9.04314343454075
"596","lr2","changeEconomy",-4.22436435537111
"597","Age","profile_household_children",-12.8927556341051
"598","selfOccStatus","education",-6.61353447629062
"599","socialDes_4","euRefFinal",-5.88612357323132
"600","euKnow6","immigContributeTake",-4.19140898916612
"601","euMore","familiesMore",-5.43879582910199
"602","profile_ethnicity","subjClass",-5.85019550722313
"603","certaintyEUUKIP","blackEquality",-1.34673545040869
"604","studentsMore","asylumMore",-5.36086038874259
"605","asylumMore","likeCorbyn",-4.99071472771925
"606","euKnow2","euKnow1",-5.01689782304561
"607","blackEquality","lr2",-6.22683799662252
"608","personality_agreeableness","EUMIICategory",-3.37563926156599
"609","immigCultural","euKnow2",-8.04973034670695
"610","Age","euKnow2",-8.42868264406002
"611","immigLab","euMemberJoin",-2.6164715598743
"612","euSources_5","euSources_2",-14.5928304843452
"613","infoSourcePeople","euSources_2",-13.3012625909976
"614","likeCon","likeUKIP",-33.6749983922909
"615","likeCameron","likeUKIP",-20.8920855038775
"616","profile_ethnicity","profile_religion_denom",-3.0024896638854
"617","campaigninfoLeave","likeFarage",-4.62922319120617
"618","effectsEUImmigration","echr",-1.22791595254125
"619","britishness","europeanness",-14.7596051502935
"620","certaintyEULab","socialIdentityGlobalLeave",-4.45634186068901
"621","euGovtLeaflet","socialIdentityGlobalLeave",-5.61647325177273
"622","polAttention","ukipUnited",-1.7455209944842
"623","al2","al1",-10.9432893084559
"624","immigContributeTake","al1",-4.05478859063203
"625","likeBoris","immigSelf",-1.22256696436807
"626","EUIntegrationCon","immigSelf",-2.88332885983596
"627","certaintyEULab","certaintyEUGreen",-3.27351081749975
"628","euCloser","leaveImpactBritain",-2.16846325208257
"629","normEU","euSources_2",-3.73500854145152
"630","euCloser","locus2",-2.37215826180022
"631","education","ns_sec_analytic",-4.64253459057113
"632","britainFairShare","effectsEUFinance",-0.32516428221561
"633","euCloser","effectsEUTrade",-0.960088386788584
"634","effectsEUNHS","postalapply",-1.65485999896805
"635","effectsEUTerror","partyIdEU",-2.18113768129354
"636","grnUnited","euLeaveBigBusiness",-3.07361641669104
"637","asylumMore","likeGrn",-1.90530821821881
"638","parentsForeign","friendsEU",-11.6238701803351
"639","lr3","prefTradeoff",-3.22583515197289
"640","selfOccStatus","likeGove",-0.640067558928195
"641","preschoolChildrenInHousehold","polKnowClegg",-5.1492311848375
"642","Age","euKnow4",-4.69121475830502
"643","euSources_3","tolUncertain1",-4.32232243515091
"644","generalElectionVote","polKnowClegg",-2.65228187512656
"645","asylumMore","franceFairShare",-2.56645841205545
"646","femaleEquality","gender",-6.11223322443931
"647","effectsEUNHS","effectsEUTerror",-3.49512415637037
"648","infoSourcePeople","discussPolDays",-5.05958932622298
"649","euRefInterest","polKnowOsborne",-3.4298154536807
"650","satDemUK","regSatisfaction",-6.9447034257048
"651","likeGove","likeFarron",-4.60039034531496
"652","euUKRich","ukCoopCAP",-5.28954776156775
"653","immigCultural","englishness",-4.27259395448004
"654","monarch","englishness",-4.55349536367021
"655","housing","profile_household_children",-4.47971408697981
"656","profile_household_size","al1",-5.98178763811325
"657","profile_gross_household","selfOccStatus",-3.14353381712465
"658","likeBoris","monarch",-6.42134729773829
"659","Age","monarch",-5.1313494719659
"660","labUnited","grnUnited",-6.30820249300041
"661","certaintyEUGreen","grnUnited",-26.4596025939452
"662","grnUnited","immigGreen",-23.5625942137281
"663","certaintyEULab","grnUnited",-5.56811960327354
"664","immigLab","certaintyEULab",-4.40438452444448
"665","lr1","al_scale",-8.25027939144775
"666","euMore","cabinetSupport",-0.0141802840192895
"667","EUIntegrationSelf","proConLeave",-1.20480140826908
"668","businessSupport","leaveTone",-2.19000289390669
"669","socialDesScale","al_scale",-3.41265016366833
"670","polKnowBercow","al3",-4.35941190467236
"671","euRedTape","EUMIICategory",-3.17671811548871
"672","effectsEUWorkers","UKsovereignty",-4.08771458778006
"673","ukCoopMovement","immigCultural",-3.50977009379631
"674","franceFairShare","Age",-14.6265031329908
"675","marital","Age",-5.97855103132679
"676","Age","euRedTape",-17.814202051158
"677","marital","schoolChildrenInHousehold",-2.70899821970812
"678","euMore","immigUKIP",-5.11562885310218
"679","immigContributeTake","localTurnoutRetro",-1.59924417833849
"680","immigUKIP","socialDesScale",-2.55818039727978
"681","effectsEUEcon","euLeaveVoice",-3.33165177306159
"682","likeOsborne","likeFarage",-3.99621181442421
"683","Age","EUIntegrationSelf",-4.42979641687816
"684","tolUncertain2","childBenefitsRepatriate",-7.24394559460563
"685","immigLab","immigGreen",-4.03907656078241
"686","euSources_4","euSources_111",-3.84966009008917
"687","euDominance","EUMIICategory",-5.89237772544857
"688","al3","gayEquality",-5.18476538688697
"689","immigCon","immigEcon",-4.87015452304877
"690","certaintyEUUKIP","immigEcon",-4.87815609227096
"691","prefTradeoff","satDemUK",-3.18505641249135
"692","effectsEUImmigration","tolUncertain3",-4.54860382468689
"693","euLawsLevel","campaigninfoLeave",-2.50669295391481
"694","likeCameron","al_scale",-6.72574777995715
"695","discussPolDays","euDominance",-4.76082075126146
"696","RPrivSchnew_dk","lr_scale",-4.03779154637186
"697","euMore","socialDes_4",-0.148791229872373
"698","euUKRich","leaveImpactSelf",-1.67556811207237
"699","euLawsLevel","immigEcon",-1.83421330058582
"700","polAttention","bestOnMII",-5.51561366802548
"701","al3","personality_openness",-4.96461835205537
"702","euSources_99","euSources_3",-2.75364373584421
"703","euSources_5","euSources_3",-10.4107021430926
"704","infoSourcePeople","euSources_3",-4.91516278920074
"705","gor","subjClass",-3.26290952407703
"706","euUKRich","euLawsLevel",-4.58822205699221
"707","conSupport","EUIntegrationLab",-4.72119891986017
"708","effectsEUNHS","tuSupport",-8.59170641129833
"709","lr2","locus1",-3.86843024880136
"710","leaveImpactSelf","satDemEU",-0.768974795115241
"711","al1","changeCrime",-0.983261273258904
"712","euPreventWar","certaintyUKLeave",-1.67660998371116
"713","euLawsLevel","personality_extraversion",-4.8050611248425
"714","Age","ukCoopMovement",-3.35608768434395
"715","likeOsborne","remainTone",-4.3592819531143
"716","gayEquality","socialDes_2",-3.89884848122472
"717","ldSupport","conSupport",-13.2160726152407
"718","conSupport","infoSourcePaper",-2.55411273973868
"719","effectsEUFinance","ldSupport",-3.71657093919112
"720","effectsEUTerror","normEU",-4.16498617026764
"721","prefTradeoff","al3",-3.64085105057256
"722","effectsEUEcon","euKnow5",-0.600475527570097
"723","euUKRich","euMemberJoin",-0.699905313381578
"724","changeImmig","euMemberJoin",-4.74151604992608
"725","ldSupport","immigLD",-3.43029247411914
"726","lr3","al1",-4.48575371145967
"727","likeGrn","al1",-2.8905667056606
"728","countryOfBirth","profile_education_age",-1.94320811157172
"729","britainFairShare","turkey",-1.19135274298696
"730","al1","benefitsToMigrants",-1.91807199919981
"731","lr1","likeLab",-0.334287248884266
"732","infoSourceInternet","normEU",-0.931719276334434
"733","disability","immigCon",-4.56329604274515
"734","ukCoopTrade","effectsEUImmigration",-2.87940656702631
"735","discussPolDays","betterDealEU",-3.64716932688589
"736","likeGove","changeCostLive",-3.21376217541308
"737","likeCon","likeBoris",-2.68134410059861
"738","campaigninfoLeave","immigrantsWelfareState",-0.418571008751769
"739","EUIntegrationLab","EUIntegrationGreen",-2.91868508084326
"740","certaintyEULD","EUIntegrationGreen",-3.16864433857882
"741","efficacyUnderstand","riskTaking",-0.664680258267367
"742","workingStatus","gender",-5.81796652544421
"743","businessSupport","infoSourcePeople",-1.5758270306028
"744","likeCon","socialDes_dk",-4.15027052342958
"745","euSources_1","EUMIICategory",-2.03150533462394
"746","familiesMore","discussPolDays",-2.91821949710152
"747","lr4","satDemUK",-2.74125878342852
"748","leaveTone","labUnited",-1.233827287841
"749","personality_openness","locus2",-4.47678204847671
"750","effectsEUTrade","likeLab",-3.71890441843811
"751","likeAlanJohnson","likeLab",-11.703340171096
"752","likeGrn","immigSelf",-3.19129513161806
"753","euKnow6","euKnow3",-2.70554995947612
"754","likeCon","euLawsLevel",-3.38175737358483
"755","cabinetSupport","infoSourceRadio",-1.07180081542742
"756","econGenRetro","childBenefitsRepatriate",-2.12420439160917
"757","euCloser","effectsEUWorkers",-2.97163967484516
"758","conSupport","prefTradeoff",-1.38120238120041
"759","prevJob","satDemEU",-2.47301800752166
"760","euUKRich","parentsForeign",-2.91562089445767
"761","euParlOverRide","likeAlanJohnson",-5.56058533749342
"762","effectsEUUnemployment","likeAlanJohnson",-3.71171013476305
"763","euCloser","euKnow6",-0.801427559457352
"764","euSources_5","polAttention",-1.63436286734714
"765","gender","personality_openness",-1.4001260602804
"766","euPreventWar","bestPM",-4.53592257405217
"767","profile_past_vote_2015","profile_past_vote_2005",-3.94857166815518
"768","partyContact1","discussPolDays",-2.31020486715988
"769","englishness","profile_turnout_2015",-6.07132489630106
"770","socialDesScale","socialDes_none",-5.59559251962509
"771","lr1","ukCoopEuro",-3.19624069205236
"772","immigSelf","EUMIICategory",-2.3315908039508
"773","personality_openness","education",-3.64357018069586
"774","immigGreen","languageSkills",-6.95901108139896
"775","effectsEUTrade","profile_household_children",-3.15420414252856
"776","EUIntegrationLD","echr",-8.7825030298111
"777","likeGove","echr",-3.6247349690193
"778","al4","regSatisfaction",-5.06474375767471
"779","socialDes_dk","socialDes_none",-43.6547083397397
"780","ukCoopCAP","cabinetSupport",-1.3582192014087
"781","euLeaveVoice","euParlOverRide",-2.86917885013941
"782","cabinetSupport","euLeaveScotIndep",-1.08766059425443
"783","locus2","euLeaveScotIndep",-4.31155011648502
"784","pccTurnout","profile_ethnicity",-3.3251354116926
"785","generalElectionVote","profile_ethnicity",-2.80890536243169
"786","euSources_4","euRefExpectation",-2.33690385652653
"787","socialIdentityGlobalLeave","partyIdEU",-1.90947422453235
"788","studentsMore","profile_gross_household",-3.06899782160963
"789","ukCoopCAP","profile_gross_personal",-3.06436990563725
"790","englishness","satDemEng",-3.62747218392315
"791","changeImmig","efficacyEU",-4.60292176630469
"792","euRefExpectation","polKnowOsborne",-3.43970088276672
"793","euPreventWar","likeBoris",-0.646941270916841
"794","profile_past_vote_2010","tolUncertain1",-3.57892360939672
"795","euMore","britishness",-3.15439356168895
"796","socialDes_2","parentsForeign",-2.93555508790473
"797","polAttention","euRefTurnout",-3.40840099685192
"798","lr2","bestOnMII",-1.9970507491812
"799","likeCameron","euMore",-2.97175985724334
"800","conUnited","immigLD",-4.771161265214
"801","immigCon","immigLD",-4.6837341721282
"802","personality_neuroticism","subjClass",-2.24153061833636
"803","euRefExpectation","euRefFinal",-2.56852028797914
"804","EUIntegrationLD","likeBennett",-3.56900538258901
"805","noneuMore","immigSelf",-5.22472885571369
"806","likeBoris","satDemUK",-2.80370536326222
"807","certaintyEUUKIP","profile_newspaper_readership_201",-4.4514439788054
"808","britainFairShare","EUIntegrationCon",-2.74242382883631
"809","beliefTradeoff","regSatisfaction",-2.01597994859185
"810","lr1","englishness",-1.92434538628913
"811","ukCoopEuro","euKnow2",-1.09171649012967
"812","effectsEUEcon","immigContributeTake",-1.47069571588827
"813","familiesMore","immigCultural",-2.28460239709807
"814","likeFarage","immigCultural",-3.20234332057771
"815","tolUncertain3","al5",-3.12923440339353
"816","econGenRetro","locus1",-3.33106396332823
"817","certaintyEUCon","conUnited",-2.83088543235726
"818","lr1","likeCameron",-2.82364237721231
"819","euRefTurnout","satDemEU",-2.53766051437424
"820","immigUKIP","noDependentsInHousehold",-4.58418752533805
"821","socialDes_dk","personality_neuroticism",-0.467546356070443
"822","ukCoopTrade","ukCoopMovement",-2.19702518817496
"823","conUnited","ldUnited",-3.96669427858365
"824","likeFarage","effectsEUImmigration",-6.78244058073665
"825","al5","partyMember",-1.17531548950103
"826","marital","preschoolChildrenInHousehold",-7.32250362771333
"827","Age","preschoolChildrenInHousehold",-10.9207365581214
"828","selfOccStatusLast","preschoolChildrenInHousehold",-8.12907523221594
"829","leaveImpactSelf","europeanness",-4.71726785477404
"830","ukCoopWorkers","europeanness",-3.5684122574944
"831","polKnowMay","profile_turnout_2015",-1.4735009937188
"832","euMore","euLeaveBigBusiness",-2.96953538361163
"833","al1","lr5",-2.68810167007996
"834","polKnowMiliband","socialDes_4",-3.35508094633168
"835","housing","prevJob",-3.61554263299615
"836","studentsMore","changeImmig",-3.38957434873873
"837","beliefTradeoff","tolUncertain3",-3.7253340125643
"838","likeCameron","changeEconomy",-2.51329250125173
"839","certaintyEUUKIP","partyContact1",-2.58896562108566
"840","cabinetSupport","efficacyUnderstand",-2.81852362813345
"841","euKnow6","gender",-1.64231041943623
"842","effectsEUWorkers","immigCon",-2.56183107703441
"843","effectsEUEcon","ukipUnited",-0.575882056729824
"844","selfOccStatusLast","infoSourceTV",-3.32297124457909
"845","EUIntegrationSelf","leaveTone",-1.67541614635934
"846","al_scale","blackEquality",-2.66279316999226
"847","immigCultural","friendsEU",-6.8503056214613
"848","echr","socialIdentityGlobalRemain",-2.53445688629586
"849","euUndermineIdentity","socialIdentityGlobalRemain",-0.391969040870435
"850","ukCoopCAP","euRedTape",-2.61360032912057
"851","EUIntegrationLD","generalElectionVote",-2.05162515870938
"852","lr4","generalElectionVote",-6.21552233920852
"853","EUIntegrationSelf","euRefInterest",-2.45422358232327
"854","parliamentSupport","tuSupport",-5.55039392741924
"855","tuSupport","businessSupport",-57.5093718010037
"856","labSupport","tuSupport",-27.5264948954087
"857","labSupport","certaintyEUCon",-1.99621124170756
"858","beliefTradeoff","immigCultural",-3.36953328572167
"859","ukipUnited","changeNHS",-1.19915182294585
"860","likeCon","partyIdEU",-1.81312440877423
"861","socialIdentityGlobalLeave","likeBoris",-2.2165536515688
"862","effectsEUUnemployment","britainFairShare",-2.40951326138588
"863","britainFairShare","socialIdentityGlobalRemain",-1.34394957680274
"864","euLeaveScotIndep","profile_education_age",-2.49531419824484
"865","personality_conscientiousness","profile_education_age",-3.46993215250041
"866","housing","euUKRich",-2.34246609584557
"867","ldSupport","socialIdentityGlobalLeave",-2.33553422397881
"868","regSatisfaction","personality_neuroticism",-1.08913021488911
"869","Age","euUndermineIdentity",-1.90691854003217
"870","RPrivSchnew_dk","polKnowClegg",-2.7314259639686
"871","profile_gross_personal","lr_scale",-2.11024721065337
"872","partyId","personality_extraversion",-2.25423944882755
"873","polAttention","immigLab",-2.28556510991666
"874","euSources_1","britishness",-2.69925166593862
"875","housing","effectsEUNHS",-2.80427638490005
"876","euKnow6","prefTradeoff",-2.80759282692452
"877","partyMember","edlevel",-2.63712531371743
"878","polAttention","euSources_99",-2.26420219482543
"879","noneuMore","Age",-2.25484089774591
"880","effectsEUFinance","discussPolDays",-2.01726041652569
"881","selfOccStatusLast","socialDes_2",-0.279365857145834
"882","euParlOverRide","al_scale",-1.06458271082511
"883","efficacyUnderstand","partyIdEU",-0.906521736947525
"884","countryOfBirth","ns_sec_analytic",-1.25351986000874
"885","campaigninfoRemain","generalElectionVote",-4.4112500137901
"886","EUIntegrationLab","certaintyEULD",-2.51487318138027
"887","ldUnited","certaintyEULD",-7.70637007724918
"888","conUnited","certaintyEULD",-6.04599659982853
"889","certaintyEUCon","certaintyEULD",-3.87029047453382
"890","euLeaveVoice","proConLeave",-2.312006927732
"891","infoSourceTV","riskTaking",-4.34685418705203
"892","al4","registered",-2.19246076038948
"893","profile_household_size","postalapply",-0.318227521416475
"894","familiesMore","sickOrElderlyInHousehold",-4.54731689399378
"895","socialDes_dk","profile_religion_denom",-4.95999519625934
"896","labSupport","remainTone",-2.86859435366387
"897","satDemEU","europeanness",-3.06278501628435
"898","britishness","al5",-2.14676512189556
"899","lr5","personality_conscientiousness",-1.08802873661102
"900","immigSelf","childBenefitsRepatriate",-5.39640193026059
"901","businessSupport","disability",-3.65135835016315
"902","likeCon","disability",-2.70810657759921
"903","polAttention","polKnowBercow",-6.73902565667345
"904","polKnowBercow","polKnowMay",-46.0433403502548
"905","euSources_99","polKnowMay",-3.29485815728754
"906","euLeaveVoice","echr",-2.20217235793916
"907","immigCon","echr",-2.75886387547143
"908","euKnow6","ns_sec_analytic",-1.9379257667872
"909","euRefTurnout","tolUncertain2",-2.01265434488789
"910","subjClass","profile_newspaper_readership_201",-1.58965501958755
"911","immigLab","ukCoopMovement",-3.33215091473699
"912","likeUKIP","bestOnMII",-2.09005135113853
"913","euKnow6","changeEconomy",-2.06040022450566
"914","familiesMore","euParlOverRide",-3.0519755468581
"915","EUIntegrationGreen","satDemEU",-1.91487501157565
"916","socialDes_3","countryOfBirth",-2.56067445981807
"917","lr4","al2",-9.59275122470626
"918","likeCon","al2",-8.72426505392446
"919","euKnow6","personality_agreeableness",-1.40885223575515
"920","schoolChildrenInHousehold","euSources_4",-2.29196903624381
"921","disability","euKnow4",-2.08820775824336
"922","ukCoopCAP","euKnow4",-1.95036310381852
"923","euSources_1","regSatisfaction",-0.878622251941806
"924","profile_turnout_2015","socialDes_1",-1.73862449451929
"925","pccVote1","euMIISmall",-1.96694262787196
"926","languageSkills","profile_religion_denom",-0.834633345918064
"927","Age","euGovtLeaflet",-1.99723648255645
"928","euUKRich","franceFairShare",-1.99482970856275
"929","asylumMore","parliamentSupport",-2.01595975866155
"930","econPersonalRetro","parliamentSupport",-1.99727395216144
"931","ukCoopCAP","ukCoopEuro",-1.37527715591489
"932","locus2","partyMember",-2.89147622382166
"933","femaleEquality","preschoolChildrenInHousehold",-1.68921224222096
"934","likeLab","subjClass",-4.27558682241101
"935","likeLD","ldUnited",-11.4611818419344
"936","likeLab","ldUnited",-6.80477388614645
"937","likeCameron","ldUnited",-5.46553457108826
"938","likeGrn","EUIntegrationGreen",-1.5832769203173
"939","immigSelf","al2",-3.7026372748976
"940","al2","immigrantsWelfareState",-12.7696581755788
"941","UKsovereignty","immigrantsWelfareState",-3.44005921692997
"942","immigCultural","neverPrivateSchool",-5.02451721585135
"943","lr1","regSatisfaction",-2.04171492466708
"944","profile_gross_household","schoolChildrenInHousehold",-2.30006231814275
"945","euRefTurnout","countryOfBirth",-3.8748464433454
"946","infoSourcePeople","gender",-1.12739980985742
"947","euSources_4","gender",-11.1483460943248
"948","tolUncertain3","gender",-2.85460604765763
"949","immigContributeTake","education",-1.25940160396613
"950","effectsEUTrade","leaveImpactSelf",-1.56880499087583
"951","euRefFinal","euKnow3",-1.55296528918211
"952","certaintyUKLeave","al1",-2.50353433554153
"953","tuSupport","euRefCertainty",-1.73932927726128
"954","efficacyUnderstand","gayEquality",-2.47178650143815
"955","lr1","lr2",-2.13216975768398
"956","euUKRich","effectsEUEcon",-5.60564618908779
"957","effectsEUEcon","effectsEUTrade",-29.8436214687501
"958","noneuMore","prevJob",-0.346883146555342
"959","effectsEUTrade","effectsEUImmigration",-1.5656612282387
"960","lr3","languageSkills",-1.59583934724799
"961","postalapply","education",-1.17359291049979
"962","lr_scale","education",-2.80025193477013
"963","discussPolDays","likeGove",-0.606484528645979
"964","al2","profile_turnout_2015",-3.09455547736559
"965","englishness","benefitsToMigrants",-1.80593200989483
"966","euDominance","labUnited",-1.2910445577711
"967","britishness","euRefFinal",-1.42043966000767
"968","countryOfBirth","localTurnoutRetro",-1.84523364521567
"969","likeCameron","likeLab",-7.19272672137049
"970","likeCon","likeLab",-8.29061308172231
"971","bestPM","profile_past_vote_2015",-2.68653269633296
"972","housing","personality_openness",-0.432289480732607
"973","polKnowOsborne","personality_openness",-2.10052842368782
"974","profile_household_children","profile_religion_denom",-0.868523647391612
"975","cabinetSupport","selfOccStatus",-2.01106786727098
"976","euRefInterest","partyMember",-0.438158497358813
"977","remainTone","immigSelf",-3.34596787448709
"978","euRedTape","immigSelf",-1.59870098205715
"979","studentsMore","changeCostLive",-4.543956807717
"980","betterDealEU","changeCostLive",-3.45351688453695
"981","profile_religion","changeCostLive",-2.00811719629166
"982","likeGrn","likeUKIP",-8.52277241281308
"983","asylumMore","likeUKIP",-6.25683885008266
"984","likeUKIP","generalElectionVote",-4.97141544337478
"985","likeUKIP","profile_past_vote_2015",-3.69455067168565
"986","disability","likeUKIP",-0.768853428548709
"987","EUIntegrationSelf","englishness",-4.00936362070524
"988","profile_household_children","changeEducation",-0.911962958300819
"989","likeGove","changeEducation",-2.49213979704518
"990","profile_religion","profile_education_age",-2.14257198355085
"991","euCloser","prefTradeoff",-1.14198071681608
"992","lr_scale","gender",-2.89524484193998
"993","ukCoopCAP","gender",-3.02909097326011
"994","polKnowBercow","personality_extraversion",-1.9969389855205
"995","effectsEUWorkers","personality_extraversion",-1.7322461996946
"996","blackEquality","socialDes_none",-3.80269482627767
"997","benefitsToMigrants","socialDes_none",-2.94127589541699
"998","lr2","efficacyPolCare",-1.54590457115614
"999","likeBennett","efficacyPolCare",-2.01684354235226
"1000","businessSupport","EUIntegrationSelf",-1.66083694056761
"1001","housing","workingStatus",-1.65847880951105
"1002","cabinetSupport","infoSourceInternet",-1.64863259197477
"1003","euRefInterest","proConLeave",-1.63841051730901
"1004","selfOccStatus","subjClass",-6.07927511747107
"1005","gayEquality","profile_religion",-3.00743598723602
"1006","euLawsLevel","studentsMore",-1.62238200233992
"1007","likeCameron","EUIntegrationCon",-1.61679043519462
"1008","profile_household_size","disability",-1.60950613350917
"1009","likeCon","likeOsborne",-1.60081444750926
"1010","infoSourceTV","partyId",-2.60416349236266
"1011","profile_past_vote_2015","partyId",-4.20033786760973
"1012","marital","profile_past_vote_2015",-1.76147477459199
"1013","euKnow2","infoSourcePaper",-2.6250089785517
"1014","changeImmig","pccVote1",-4.70934741149972
"1015","efficacyEU","pccVote1",-2.60409080012323
"1016","asylumMore","immigContributeTake",-1.52903848992264
"1017","tolUncertain1","parentsForeign",-1.12259539649779
"1018","euMore","al_scale",-1.43934670497265
"1019","lr4","likeBennett",-3.30273237623987
"1020","euGovtLeaflet","tuSupport",-0.993947301102821
"1021","partyContact1","riskTaking",-0.940249269317746
"1022","germanyFairShare","certaintyEUCon",-2.36858555569063
"1023","likeGrn","socialDes_4",-0.943476863646836
"1024","labUnited","immigEcon",-1.48987554125483
"1025","discussPolDays","gender",-1.9816296219737
"1026","profile_gross_personal","immigUKIP",-1.50137119646001
"1027","profile_ethnicity","partyIdEU",-1.28680057813506
"1028","prevJob","sickOrElderlyInHousehold",-0.629386521741651
"1029","EUIntegrationLab","likeLab",-6.73835242251084
"1030","EUIntegrationCon","likeLab",-1.821225964615
"1031","euUKRich","conSupport",-3.93162490379211
"1032","likeCorbyn","likeGrn",-1.00909311201303
"1033","bestPM","likeLD",-2.4076550125933
"1034","lr1","riskTaking",-1.17324453888898
"1035","immigCon","certaintyUKLeave",-0.436753367235269
"1036","certaintyEUUKIP","euKnow2",-3.29318336335166
"1037","sickOrElderlyInHousehold","socialDes_3",-2.25382890980649
"1038","Age","socialDes_3",-1.49133561237943
"1039","housing","euSources_5",-1.14845656075886
"1040","studentsMore","euSources_5",-2.22401143180662
"1041","socialDes_4","efficacyEU",-1.70928587569028
"1042","parentsForeign","efficacyEU",-2.03024424237628
"1043","asylumMore","al5",-1.33747084357822
"1044","socialIdentityGlobalLeave","immigEcon",-2.36788163163396
"1045","effectsEUTrade","noneuMore",-1.31124092687946
"1046","euSources_3","locus1",-1.24744751886738
"1047","infoSourceInternet","ldUnited",-1.30051986744979
"1048","ukCoopWorkers","localTurnoutRetro",-4.35598270059177
"1049","effectsEUNHS","localTurnoutRetro",-2.51396562104208
"1050","likeBoris","countryOfBirth",-0.669765262323153
"1051","lr4","certaintyUKLeave",-6.02127484915923
"1052","likeCameron","certaintyUKLeave",-4.89870743640631
"1053","EUIntegrationSelf","certaintyUKLeave",-2.75306822925154
"1054","euRefTurnout","bestOnMII",-2.4687393769309
"1055","profile_past_vote_2015","bestOnMII",-1.55701693178162
"1056","euKnow4","efficacyEU",-2.08250060608748
"1057","likeLab","gor",-0.674853311572633
"1058","effectsEUWorkers","likeBoris",-2.80951664723852
"1059","conUnited","profile_past_vote_2015",-1.24628173212454
"1060","infoSourceTV","likeAlanJohnson",-2.57349590493277
"1061","partyIdEU","EUMIICategory",-0.357000968494503
"1062","satDemUK","britishness",-1.56525074007254
"1063","campaigninfoLeave","al2",-1.12279092363065
"1064","likeAlanJohnson","profile_newspaper_readership_201",-1.22072802930643
"1065","euUndermineIdentity","certaintyUKRemain",-1.96255150978982
"1066","polKnowBercow","ns_sec_analytic",-4.53222389972257
"1067","immigEcon","ns_sec_analytic",-3.30386206322646
"1068","profile_religion_denom","ns_sec_analytic",-6.32604859784078
"1069","certaintyUKRemain","betterDealEU",-0.46736586587167
"1070","profile_household_children","beliefTradeoff",-2.25119169716186
"1071","leaveTone","privateSecondarySchool",-1.39642150047754
"1072","effectsEUFinance","locus2",-1.17098898782069
