"","from","to","strength"
"548","EUIntegrationCon","natSecuritySelf",-164.446227475419
"549","policeCuts","prefTradeoff",-131.944544615231
"550","asylumMore","competentFarron",-59.9794745666004
"551","age","euRefTurnoutRetro",-312.309588902537
"552","al2","al4",-508.938368489966
"553","partyContactLab_2","partyContactLab_6",-375.746498545646
"554","pidCriticiseParty","euID2",-160.222819521608
"555","ptvLab","policeCuts",-203.879056037898
"556","euRefTurnoutRetro","anyUni",-386.227090423294
"557","reasonForVote","likeMay",-902.326504383484
"558","polAttention","partyContactOtherParty",-145.741732499704
"559","likeSNP","likeGrn",-285.050267502898
"560","likeCon","pidWeThey",-264.739553281041
"561","effectsEUNHS","effectsEUFinance",-346.067736576282
"562","effectsEUTerror","euLeaveScotIndep",-66.8748396581723
"563","euPriorityBalance","handleEUNegotiate",-185.840975127852
"564","EUIntegrationSelf","euLeaveBigBusiness",-117.569249243286
"565","likeCon","likeLD",-449.654745388281
"566","EUIntegrationSelf","likeLD",-235.412755105943
"567","bestOnMII","immigEcon",-661.86338550166
"568","lr3","lr5",-205.158848147294
"569","personality_openness","disability",-558.334499870842
"570","likeMay","likeNuttall",-252.610326760798
"571","econGenRetro","lr_scale",-130.392492609652
"572","profile_gross_personal","gender",-425.918996828688
"573","polAttention","partyIdStrength",-371.945652295512
"574","handleEUNegotiate","satDemUK",-199.989224851139
"575","age","EUIntegrationSelf",-234.590218993864
"576","partyContactLab_2","partyContactLab_1",-382.670301679671
"577","partyContactCon","partyContactLab_7",-356.489839698999
"578","euRefTurnoutRetro","profile_eurefvote",-474.902170500311
"579","euRefDoOver","profile_eurefvote",-193.693391858269
"580","natSecuritySelf","infoSourceInternet",-185.374204241758
"581","ptvCon","natSecurityLab",-74.4577314687631
"582","euID7","euID2",-288.792368002694
"583","pidWeThey","participation_1",-154.563065428421
"584","personality_agreeableness","profile_household_children",-543.682659658924
"585","likeMay","competentCorbyn",-267.616361662091
"586","al1","lr2",-171.150807439568
"587","al3","al4",-165.252570513338
"588","electionInterest","infoSourceTV",-138.543243885339
"589","studentsMore","pidInterestedOthers",-94.3618230452776
"590","competentCorbyn","competentFarage",-209.537226616223
"591","likeUKIP","immigCultural",-283.772451512094
"592","ptvCon","ptvLD",-652.550859428229
"593","likeCon","ptvLD",-449.847729637993
"594","competentCorbyn","likeLucas",-258.654999449034
"595","partyContactUKIP","partyContactLD",-231.945871087634
"596","competentMay","ptvLab",-137.838851889843
"597","profile_education_age","asylumMore",-124.086979980653
"598","satDemUK","expectGoodConductGeneral",-340.570159473871
"599","bestOnMII","effectsEUNHS",-450.619254680867
"600","ptvUKIP","ptvGrn",-750.851531020591
"601","likeUKIP","ptvGrn",-394.182111711983
"602","lr1","blackEquality",-110.207653152727
"603","euMore","effectsEUTerror",-77.3326588930649
"604","partyContactLab_3","partyContactLab_1",-298.424938864482
"605","pidInterestedOthers","participation_3",-48.227820687247
"606","natSecurityLD","natSecurityCon",-338.44454403226
"607","euRefTurnoutRetro","polAttention",-88.8639412938355
"608","studentsMore","EUIntegrationCon",-101.701112121547
"609","EUIntegrationLab","EUIntegrationGreen",-272.747026226083
"610","conUnited","labUnited",-2089.74715940023
"611","natSecurityGrn","natSecurityUKIP",-374.168284993022
"612","bestOnMII","natSecurityUKIP",-908.127284682734
"613","natSecuritySelf","natSecurityUKIP",-364.24128368868
"614","EUIntegrationUKIP","ldUnited",-57.4903972868487
"615","effectsEUTrade","integrityMay",-120.169103989239
"616","EUIntegrationSelf","likeSturgeon",-252.714979471173
"617","anyUni","personality_openness",-249.342161867869
"618","asylumMore","euMore",-217.470999184254
"619","euID2","infoSourcePeople",-28.5913476307469
"620","partyContactCon","partyContactLab",-227.612759758733
"621","euPriorityBalance","leftRight",-141.339986730789
"622","partyContactOtherParty","pContactEday_10",-23992.6737552796
"623","electionInterest","euID2",-107.007476841558
"624","partyContactOtherParty","partyContactGrn",-179.308699626313
"625","euLeaveBigBusiness","UKsovereigntyPost",-252.403342289283
"626","negotiationSpecifics_none","euID4",-73.5148591184261
"627","likeCorbyn","labUnited",-210.013225763883
"628","asylumMore","studentsMore",-246.351671034325
"629","immigEcon","socialCare",-208.845537645611
"630","ptvLD","partyIdStrength",-116.277550254319
"631","likeCon","likeLab",-319.181097289787
"632","econGenRetro","handleEUNegotiate",-376.926769796417
"633","EUIntegrationCon","redistCon",-121.642318371873
"634","effectsEUWorkers","prefTradeoff",-139.788184002151
"635","likeUKIP","likeCon",-200.953658908562
"636","bestOnMII","socialCare",-436.075758049199
"637","likeSNP","likeLab",-228.340942785973
"638","asylumMore","lr1",-137.598121610528
"639","natSecurityLD","leftRight",-98.6318300028506
"640","EUIntegrationSelf","EUIntegrationUKIP",-293.575588985273
"641","ldUnited","negotiationSpecifics_2",-44.151015092426
"642","gender","personality_neuroticism",-248.068185984826
"643","euPriorityBalance","negotiationSpecifics_none",-116.118187804273
"644","natSecurityLD","grnUnited",-58.5207466353604
"645","labUnited","grnUnited",-116.125702769052
"646","redistCon","blackEquality",-93.5486181692395
"647","competentLucas","integrityCorbyn",-221.600682538476
"648","likeSturgeon","ptvLab",-195.250713941656
"649","redistCon","lr2",-123.16094094541
"650","immigEcon","natSecuritySelf",-127.59308539737
"651","euID7","euID1",-177.573309475862
"652","effectsEUEcon","expectAccess",-143.053171210962
"653","lr2","policeCuts",-483.562840780738
"654","polAttention","infoSourcePaper",-273.340342940806
"655","profile_education_age","al2",-329.698914806584
"656","likeDavis","polAttention",-516.733640446124
"657","competentFarage","polAttention",-410.254070542083
"658","immigCultural","polAttention",-141.689514643236
"659","bestOnMII","al_scale",-376.316653216491
"660","immigCultural","likeLucas",-193.506550026199
"661","lr_scale","satDemUK",-132.731611335286
"662","ptvCon","personality_conscientiousness",-151.525166137399
"663","partyContactCon","partyContactLab_2",-313.366221493281
"664","pidPraiseGood","pidRuinDay",-205.58043867923
"665","effectsEUEcon","UKsovereigntyPost",-92.1504158997559
"666","infoSourceInternet","partyContactLab_6",-150.288875355278
"667","asylumMore","ptvLD",-85.7102235468628
"668","likeLucas","likeCorbyn",-214.76771289805
"669","studentsMore","pidWeThey",-61.5941532905927
"670","profile_past_vote_2015","partyContactOtherParty",-233.629384516193
"671","bestOnMII","infoSourceRadio",-444.449461768927
"672","EUIntegrationSelf","likeDavis",-80.7955523324054
"673","redistCon","negotiationSpecifics_3",-104.57817876081
"674","grnUnited","infoSourceTV",-23.6479112096276
"675","age","infoSourcePeople",-233.943927733031
"676","immigCultural","effectsEUImmigration",-125.016161976535
"677","likeLucas","likeSNP",-82.0403496453509
"678","likeMay","integrityCorbyn",-180.627895724145
"679","likeCorbyn","integrityCorbyn",-210.243867444166
"680","partyContactOtherParty","partyContactDK",-189.643380026358
"681","likeUKIP","profile_eurefvote",-191.89099615647
"682","pidPraiseGood","likeLab",-232.925701741959
"683","pidCriticiseParty","pidConnected",-220.980701809618
"684","euLeaveBigBusiness","EUIntegrationUKIP",-127.08768398485
"685","al2","al1",-290.460566664413
"686","age","euLeaveScotIndep",-304.450808247537
"687","UKsovereigntyPost","euLeaveScotIndep",-59.9292178251781
"688","euPriorityBalance","controlImmig",-114.451559040688
"689","pidCommonParty","euID3",-84.9247371438614
"690","likeCon","pidPraiseGood",-223.190747619199
"691","pidCriticiseParty","participation_5",-165.585355112463
"692","euRefTurnoutRetro","profile_turnout_2015",-187.423789432758
"693","likeRudd","competentFarron",-299.881573352352
"694","effectsEUImmigration","negotiationSpecifics_2",-68.0392515065396
"695","ptvCon","likeLucas",-167.233013141886
"696","lr2","lr1",-471.821465493595
"697","lr1","lr3",-1772.70771643348
"698","likeLab","lr1",-141.787627505131
"699","partyContact1","changeView",-123.337515456369
"700","effectsEUTrade","natSecurityLab",-102.963744907902
"701","pidWeThey","pidCommonParty",-171.2916506662
"702","bestOnMII","negotiationSpecifics_1",-298.689103924573
"703","ptvLD","euLeaveBigBusiness",-133.023082263935
"704","redistCon","participation_4",-42.0496818493557
"705","policeCuts","partyContact1",-84.6217108773253
"706","euID2","beliefTradeoff",-147.93745300085
"707","redistSelf","profile_socialgrade_cie",-82.2713901476891
"708","euLeaveBigBusiness","profile_eurefvote",-146.296440089242
"709","age","participation_5",-238.823412971986
"710","euPriorityBalance","effectsEUWorkers",-219.770242805564
"711","likeLucas","redistCon",-25.8148856398911
"712","competentFarron","competentFarage",-227.904932651611
"713","EUIntegrationSelf","competentFarage",-123.487936160716
"714","infoSourceInternet","infoSourceRadio",-464.09950741892
"715","profile_education_age","immigCultural",-177.265872242075
"716","partyIdStrength","leftRight",-130.675657888045
"717","natSecuritySelf","natSecurityGrn",-127.368369185235
"718","ptvLab","lr4",-101.468102665582
"719","ptvGrn","natSecuritySelf",-133.324332941411
"720","EUIntegrationSelf","al1",-79.8108435486647
"721","euRefVote","effectsEUEcon",-95.2690829374551
"722","euPriorityBalance","natSecurityCon",-93.7502396980417
"723","al2","al5",-196.572701761157
"724","asylumMore","competentLucas",-205.773496317772
"725","natSecurityLD","redistLD",-88.2688653169316
"726","effectsEUImmigration","effectsEUFinance",-142.556238223653
"727","gender","infoSourcePeople",-169.051314815573
"728","partyContactOtherParty","partyContactUKIP",-46.7748339583286
"729","EUIntegrationLab","redistLab",-135.174477639433
"730","profile_education_age","blackEquality",-173.271430607507
"731","age","euMore",-233.068282099026
"732","partyContactLab","participation_1",-134.515354928484
"733","ptvLab","lr2",-92.5270456248909
"734","redistUKIP","redistSelf",-208.177199475875
"735","ptvCon","ptvUKIP",-471.056391429425
"736","likeCon","ptvUKIP",-406.6841577179
"737","econGenRetro","likeCon",-129.987718692806
"738","competentCorbyn","likeLab",-449.733659079306
"739","polAttention","negotiationSpecifics_2",-26.4912009181171
"740","euPriorityBalance","immigEcon",-165.992588283683
"741","likeMay","personality_openness",-65.6624682623224
"742","immigEcon","satDemUK",-165.186487409017
"743","likeLD","labUnited",-171.497547201114
"744","euID4","euID1",-135.840546355743
"745","effectsEUImmigration","euLeaveVoice",-203.353059804176
"746","likeMay","conUnited",-166.950618874871
"747","pidInterestedOthers","euID1",-51.7638180589565
"748","competentMay","likeLab",-117.345954642093
"749","competentFarron","ptvLab",-192.16506581186
"750","effectsEUImmigration","euLeaveBigBusiness",-839.943646989828
"751","likeLucas","pidPraiseGood",-74.4288205051562
"752","pidPraiseGood","pidMyParty",-2279.47816541052
"753","natSecuritySelf","EUIntegrationLab",-98.8487098207988
"754","likeLucas","ukipUnited",-23.6802572949891
"755","euRefVote","euPriorityBalance",-145.417897603838
"756","likeLucas","ptvGrn",-216.744748367804
"757","EUIntegrationUKIP","prefTradeoff",-82.7814809690317
"758","al4","prefTradeoff",-130.8217942306
"759","likeLucas","EUIntegrationCon",-142.181348718077
"760","immigCultural","likeGrn",-113.166350885251
"761","redistLab","lr1",-132.347266125755
"762","bestOnMII","studentsMore",-322.188790794658
"763","euLeaveBigBusiness","redistCon",-41.6660487754416
"764","likeNuttall","ukipUnited",-119.284526003197
"765","competentLucas","likeCorbyn",-68.6166801882646
"766","likeRudd","competentMay",-118.971768554176
"767","participation_4","participation_2",-109.620945690163
"768","lr_scale","lr1",-211.598568767753
"769","immigCultural","noneuMore",-234.914155108389
"770","ukipUnited","EUIntegrationLD",-132.336338307927
"771","profile_work_stat","edlevel",-249.602441342387
"772","EUIntegrationSelf","noneuMore",-31.4495129671122
"773","ptvUKIP","natSecurityUKIP",-131.131278917688
"774","effectsEUTrade","effectsEUWorkers",-146.96750855392
"775","age","ptvLab",-188.811555297347
"776","euRefVote","euID4",-134.911955677053
"777","euLeaveBigBusiness","euID4",-38.1479666474697
"778","pidCommonParty","infoSourcePeople",-19.1889530271947
"779","age","infoSourceRadio",-137.630821746468
"780","likeCon","redistSelf",-165.380072853659
"781","handleEUNegotiate","integrityMay",-136.465644585063
"782","partyContactDK","changeView",-37.9622935666448
"783","likeLD","redistLD",-214.520938211914
"784","polAttention","profile_turnout_2015",-158.273672831361
"785","partyContactOtherParty","partyContactLab",-134.747601596435
"786","studentsMore","immigEcon",-110.389482194434
"787","likeRudd","competentCorbyn",-182.22176311558
"788","familiesMore","likeSturgeon",-42.8843846196396
"789","polAttention","profile_socialgrade_cie",-81.7185273057694
"790","EUIntegrationCon","natSecurityLab",-193.020689179713
"791","EUIntegrationCon","conUnited",-161.693598827369
"792","policeCuts","beliefTradeoff",-104.301172553925
"793","likeUKIP","euLeaveVoice",-116.359184847075
"794","EUIntegrationUKIP","electionInterest",-117.630623081768
"795","likeLucas","EUIntegrationGreen",-27.1364500337877
"796","pidInterestedOthers","infoSourceTV",-38.4168778765743
"797","bestOnMII","familiesMore",-257.118558348346
"798","pContactEday_10","partyContactDK",-163.883758789223
"799","al5","infoSourceTV",-18.9749363307856
"800","euID7","euID6",-4448.71319926701
"801","euRefVote","euID7",-109.147585847124
"802","likeCon","redistLab",-84.1626552708185
"803","age","euID1",-62.0240357040311
"804","al_scale","redistGreen",-76.2385781323101
"805","profile_education_age","likeUKIP",-166.569453241013
"806","handleEUNegotiate","likeMay",-1895.05919158876
"807","effectsEUWorkers","handleEUNegotiate",-81.3051496750923
"808","EUIntegrationUKIP","euID3",-31.7497456953715
"809","pidPraiseGood","ptvLab",-109.542647233829
"810","likeMay","likeFarron",-256.02697011274
"811","competentMay","likeFarron",-149.76286915908
"812","EUIntegrationLD","natSecurityCon",-92.274142232709
"813","grnUnited","redistUKIP",-90.5587259905878
"814","ptvUKIP","EUIntegrationUKIP",-250.455205891209
"815","immigEcon","EUIntegrationUKIP",-81.2827187865914
"816","redistUKIP","euLeaveScotIndep",-29.003699521345
"817","likeCorbyn","prefTradeoff",-106.708954026944
"818","partyContactDK","partyContactLab",-143.517097483869
"819","polAttention","UKsovereigntyPost",-117.264757599391
"820","econPersonalRetro","redistSelf",-143.869569892282
"821","pidPraiseGood","pidCommonParty",-125.178337550009
"822","euPriorityBalance","ptvUKIP",-71.6054355647138
"823","pidCommonParty","ldUnited",-52.9177170150288
"824","natSecuritySelf","natSecurityLD",-199.708332429029
"825","disability","personality_neuroticism",-92.0590534502262
"826","euRefTurnoutRetro","asylumMore",-150.138991785367
"827","effectsEUWorkers","effectsEUUnemployment",-75.3533073410435
"828","profile_eurefturnout","euRefVote",-138.28847197934
"829","euRefVote","effectsEUTrade",-122.666542290288
"830","natSecurityUKIP","EUIntegrationGreen",-95.7043955232075
"831","personality_agreeableness","personality_extraversion",-120.360171210392
"832","age","socialCare",-178.018469275376
"833","euPriorityBalance","socialCare",-116.991073813762
"834","euLeaveVoice","econGenRetro",-102.920383218385
"835","euLeaveBigBusiness","euID7",-18.7610607991155
"836","pidCommonParty","euID7",-155.043679442286
"837","partyContactLab_3","partyContactLab_6",-112.03126818561
"838","ptvUKIP","competentFarage",-133.607496651137
"839","electionInterest","policeCuts",-82.1033149722352
"840","immigCultural","competentCorbyn",-51.97780993997
"841","age","ptvLD",-130.318559923799
"842","competentMay","competentLucas",-151.73906435768
"843","euPriorityBalance","al_scale",-168.416393886495
"844","EUIntegrationSelf","immigCultural",-395.170467602591
"845","likeLab","redistSelf",-128.193553559147
"846","regretsIHaveAFew","euRefTurnoutRetro",-131.91406115664
"847","pidPraiseGood","likeSturgeon",-88.0246288675553
"848","redistCon","redistGreen",-180.650591447775
"849","profile_education_age","polAttention",-129.825011568537
"850","euRefTurnoutRetro","econPersonalRetro",-91.9397989730714
"851","natSecuritySelf","participation_1",-61.104194309587
"852","effectsEUImmigration","euLeaveScotIndep",-41.2593794408167
"853","likeMay","satDemEng",-29.0766863055287
"854","euLeaveVoice","UKsovereigntyPost",-97.832228946012
"855","likeUKIP","handleEUNegotiate",-129.038615338563
"856","EUIntegrationUKIP","grnUnited",-31.941556704136
"857","pidMyParty","pidInterestedOthers",-339.585611784991
"858","likeMay","al4",-86.1158569259569
"859","lr1","al4",-39.3350427102996
"860","controlImmig","expectAccess",-113.485286793599
"861","age","integrityMay",-169.612786609709
"862","likeCorbyn","lr_scale",-193.642879625229
"863","immigEcon","lr_scale",-75.8605151087249
"864","EUIntegrationSelf","effectsEUImmigration",-123.025498752213
"865","likeGrn","redistGreen",-133.973385264035
"866","al3","policeCuts",-79.1191990967054
"867","redistLab","EUIntegrationGreen",-58.8712831836601
"868","likeFarron","ptvLD",-137.656627385564
"869","ptvUKIP","redistUKIP",-153.555875813094
"870","EUIntegrationUKIP","EUIntegrationLab",-113.981445627491
"871","noneuMore","effectsEUTrade",-153.039174499456
"872","natSecurityGrn","al4",-24.0121682110112
"873","natSecurityLD","negotiationSpecifics_2",-8.3182572516198
"874","econPersonalRetro","partyContact1",-111.266343098596
"875","profile_education_age","EUIntegrationUKIP",-124.914133006605
"876","likeCorbyn","expectGoodConductGeneral",-112.114129597103
"877","effectsEUUnemployment","ldUnited",-22.6422872788025
"878","pidWeThey","participation_2",-91.5033893698728
"879","profile_education_age","euLeaveBigBusiness",-96.1300457866382
"880","lr3","partyContact1",-83.0312534011591
"881","infoSourceTV","changeView",-11.9153119557195
"882","likeUKIP","likeSNP",-186.342413375118
"883","likeDavis","integrityMay",-150.472538419701
"884","prefTradeoff","infoSourcePeople",-11.7092904010424
"885","likeDavis","likeLucas",-134.984597528688
"886","pContactEday_10","partyContactNone",-2019.33580839427
"887","anyUni","profile_socialgrade_cie",-106.724431863549
"888","disability","profile_socialgrade_cie",-93.9437488749245
"889","UKsovereigntyPost","lr2",-57.6346384729695
"890","ptvLab","ptvGrn",-143.385823224678
"891","lr_scale","lr5",-332.846167833028
"892","bestOnMII","lr5",-496.393306316437
"893","EUIntegrationSelf","asylumMore",-267.5000706422
"894","asylumMore","al5",-133.462109226239
"895","likeLucas","partyContactLab_5",-81.8421297680416
"896","likeLD","negotiationSpecifics_none",-139.037043996842
"897","studentsMore","blackEquality",-89.9083589616712
"898","pidConnected","euID2",-47.1083225616167
"899","polAttention","pidConnected",-93.9734167216957
"900","al2","participation_4",-36.3166936669913
"901","al_scale","lr1",-153.998547111492
"902","likeMay","likeBoris",-119.611448095326
"903","age","al3",-113.749690070428
"904","handleEUNegotiate","likeCon",-121.723062570374
"905","euLeaveVoice","controlImmig",-55.4947472038693
"906","effectsEUImmigration","controlImmig",-152.997087960677
"907","studentsMore","euID2",-20.6542642577479
"908","lr_scale","partyContact1",-149.468221802255
"909","familiesMore","ptvLab",-60.5032401231438
"910","redistSelf","socialCare",-98.5575345842663
"911","age","profile_eurefturnout",-67.9837084056308
"912","ptvUKIP","likeNuttall",-129.969290259098
"913","likeUKIP","likeGrn",-293.460612092109
"914","euRefTurnoutRetro","euID3",-23.1124429789998
"915","likeLucas","lr1",-96.5676950150882
"916","age","ukipUnited",-67.1954344496917
"917","euLeaveBigBusiness","negotiationSpecifics_1",-125.502410703839
"918","negotiationSpecifics_1","euRefDoOver",-71.2637993910685
"919","UKsovereigntyPost","ldUnited",-11.8796995975208
"920","redistCon","redistLab",-107.737715698284
"921","infoSourcePaper","participation_4",-31.7164235386845
"922","genElecTurnoutRetro","ptvLab",-103.983141205739
"923","satDemUK","euID2",-27.8613373537446
"924","pidWeThey","partyIdStrength",-85.9979452088301
"925","likeMay","likeSturgeon",-203.013015073724
"926","natSecurityGrn","redistGreen",-174.886137956739
"927","likeLab","leftRight",-120.222551698913
"928","EUIntegrationLD","leftRight",-76.4722608255688
"929","effectsEUTrade","pidWeThey",-74.0378949611622
"930","familiesMore","EUIntegrationLab",-111.908384495808
"931","natSecuritySelf","redistSelf",-104.533369037919
"932","EUIntegrationUKIP","negotiationSpecifics_3",-105.973378961899
"933","ptvGrn","natSecurityGrn",-88.9137701684231
"934","likeCon","lr4",-158.715589700674
"935","al1","lr4",-89.8068702722157
"936","pidInterestedOthers","EUIntegrationCon",-114.884968976447
"937","competentFarron","ldUnited",-142.630046297731
"938","likeRudd","ldUnited",-20.2692274155997
"939","studentsMore","competentFarron",-99.6585071530717
"940","EUIntegrationSelf","al2",-585.446486368346
"941","al2","euPriorityBalance",-387.179085304131
"942","ptvGrn","grnUnited",-107.012681230059
"943","likeMay","natSecuritySelf",-131.179482548294
"944","likeCon","integrityMay",-102.735891390737
"945","effectsEUImmigration","effectsEUWorkers",-120.985367765818
"946","pidConnected","euID3",-50.1159880979103
"947","ptvGrn","partyContactGrn",-117.929246093443
"948","polAttention","natSecurityLab",-132.021487560167
"949","likeCorbyn","natSecurityLab",-106.435316026298
"950","effectsEUTerror","expectGoodConductGeneral",-94.1951594023412
"951","al2","noneuMore",-60.6916183031717
"952","labUnited","satDemUK",-92.8180373795403
"953","euID4","expectAccess",-84.0790519589464
"954","partyContactLab_4","partyContactLab_5",-62.5397334665959
"955","pContactEday_99","partyContactGrn",-164.065920676082
"956","pContactEday_10","partyContactGrn",-102.718716447202
"957","likeLucas","infoSourceTV",-26.2996325029671
"958","familiesMore","likeSNP",-80.8177572445056
"959","labUnited","ukipUnited",-47.2619888568224
"960","effectsEUUnemployment","lr2",-97.8782608373804
"961","al1","likeLucas",-127.603187436602
"962","genElecTurnoutRetro","likeLucas",-101.483901506115
"963","redistGreen","redistSelf",-90.9035397965781
"964","partyContact1","participation_1",-114.172182708507
"965","integrityMay","competentFarron",-2572.88894893313
"966","al3","euID7",-23.9968603836751
"967","likeCon","natSecurityCon",-99.2805381493235
"968","al_scale","handleEUNegotiate",-106.742650413551
"969","likeMay","electionInterest",-110.209973499921
"970","age","pidCriticiseParty",-102.060778248688
"971","likeCon","pidCriticiseParty",-77.4338186925997
"972","ptvCon","ptvLab",-106.021662051484
"973","al4","beliefTradeoff",-94.6839025494919
"974","age","likeBoris",-141.63270764341
"975","al3","likeBoris",-89.3882510880358
"976","pContactEday_99","partyContactUKIP",-89.9919348595467
"977","pContactEday_10","partyContactUKIP",-55.0783128269095
"978","polAttention","participation_5",-112.758110774861
"979","ptvLD","likeNuttall",-146.978646664102
"980","likeNuttall","likeGrn",-151.333174732048
"981","familiesMore","pidPraiseGood",-98.5710353166214
"982","partyContactOtherParty","partyContactCon",-98.6808831609815
"983","euMore","negotiationSpecifics_2",-44.0208547017246
"984","effectsEUTerror","lr4",-63.5491425801374
"985","profile_socialgrade_cie","infoSourceRadio",-99.9459876968249
"986","genElecTurnoutRetro","likeCon",-105.498840630928
"987","polAttention","likeNuttall",-64.9259013429037
"988","likeUKIP","partyIdStrength",-93.9932277217194
"989","effectsEUEcon","conUnited",-64.7830601418609
"990","ptvLab","likeCorbyn",-64.2593538747387
"991","natSecurityLD","UKsovereigntyPost",-102.932437767042
"992","likeSNP","euLeaveScotIndep",-46.5473267430643
"993","ptvUKIP","lr_scale",-63.2814016146876
"994","al5","prefTradeoff",-106.620272894346
"995","al3","personality_openness",-69.7308944865508
"996","negotiationSpecifics_none","euID1",-34.3434548191362
"997","controlImmig","satDemUK",-88.3032462985138
"998","EUIntegrationSelf","effectsEUNHS",-108.035424444533
"999","partyContactLab_6","participation_2",-94.6966268112519
"1000","conUnited","grnUnited",-59.8562478576787
"1001","competentLucas","grnUnited",-137.653244929941
"1002","competentFarron","grnUnited",-21.0136282240783
"1003","ptvLD","ldUnited",-72.5223237158934
"1004","pContactEday_99","partyContactLD",-101.304407134114
"1005","immigEcon","EUIntegrationCon",-103.019599728228
"1006","polAttention","euLeaveBigBusiness",-123.253905713253
"1007","euLeaveBigBusiness","effectsEUUnemployment",-955.316398159332
"1008","negotiationSpecifics_3","euLeaveScotIndep",-35.0742491933779
"1009","likeNuttall","leftRight",-83.9376280924334
"1010","studentsMore","likeRudd",-82.8414071598963
"1011","age","gender",-162.199043775028
"1012","profile_education_age","EUIntegrationSelf",-103.417071165066
"1013","likeCon","lr2",-122.805515702014
"1014","al3","lr2",-96.8067927226948
"1015","likeDavis","natSecurityLD",-151.550368530137
"1016","competentLucas","natSecurityLD",-111.581328108849
"1017","likeCorbyn","blackEquality",-84.9525648431518
"1018","negotiationSpecifics_3","participation_4",-60.0613310066037
"1019","ptvUKIP","euID4",-44.7200906880244
"1020","ptvLD","partyContactLD",-90.5451218675707
"1021","euLeaveBigBusiness","effectsEUTerror",-414.644103871622
"1022","euMore","euLeaveBigBusiness",-102.60028821625
"1023","al3","lr5",-102.628154860438
"1024","euRefTurnoutRetro","immigCultural",-103.38828380152
"1025","partyContactNone","partyContactLab_3",-288.490523799445
"1026","partyContactCon","partyContactLab_3",-264.792940928085
"1027","partyContactLD","partyContactLab_3",-124.122047974162
"1028","effectsEUEcon","negotiationSpecifics_none",-91.2056882693887
"1029","likeSturgeon","natSecuritySelf",-101.084911073689
"1030","likeCorbyn","likeGrn",-103.293542341809
"1031","ptvLab","redistCon",-28.9919299075991
"1032","effectsEUFinance","euLeaveBigBusiness",-118.422812278302
"1033","EUIntegrationUKIP","EUIntegrationLD",-77.1605468376365
"1034","likeSturgeon","euRefDoOver",-85.3576476357666
"1035","euRefTurnoutRetro","changeView",-22.5706817425598
"1036","lr_scale","personality_neuroticism",-72.7007792695877
"1037","pidWeThey","ptvLD",-97.5807118184966
"1038","polAttention","ukipUnited",-47.8740993533138
"1039","ptvUKIP","ukipUnited",-39.1701501227799
"1040","euLeaveScotIndep","infoSourceInternet",-68.1936368049719
"1041","euRefVote","likeFarron",-106.056840594538
"1042","redistCon","pidCommonParty",-95.219277179036
"1043","partyIdStrength","participation_1",-90.6206415074666
"1044","age","likeDavis",-88.8201089869617
"1045","effectsEUTerror","policeCuts",-95.4304236565949
"1046","al2","euLeaveVoice",-96.0840315020541
"1047","effectsEUUnemployment","negotiationSpecifics_2",-28.0990621119454
"1048","EUIntegrationCon","euID7",-16.1359006892308
"1049","effectsEUNHS","UKsovereigntyPost",-77.6272298182012
"1050","asylumMore","partyContactOtherParty",-65.8509036079158
"1051","likeLD","natSecurityGrn",-113.375893728997
"1052","partyContactLab_6","partyContactLab",-89.7570847937677
"1053","pidWeThey","partyContactLab_6",-81.965868786343
"1054","euRefVote","euID2",-92.5801482444658
"1055","immigCultural","euID2",-31.2315599147623
"1056","asylumMore","immigEcon",-92.7426139445088
"1057","euRefTurnoutRetro","electionInterest",-94.5423650492048
"1058","policeCuts","lr3",-128.713143745284
"1059","EUIntegrationSelf","euID4",-47.596993322848
"1060","euPriorityBalance","likeNuttall",-78.8541176818471
"1061","euLeaveBigBusiness","negotiationSpecifics_3",-96.7444352646198
"1062","gender","leftRight",-88.3674055751326
"1063","al5","al3",-682.085286085763
"1064","natSecuritySelf","prefTradeoff",-62.7412797439538
"1065","euID7","euLeaveScotIndep",-16.7266972416546
"1066","likeUKIP","profile_socialgrade_cie",-57.1287046508514
"1067","participation_4","changeView",-24.1660900364004
"1068","redistCon","natSecurityUKIP",-116.923028756239
"1069","EUIntegrationLD","natSecurityUKIP",-99.1769650145143
"1070","likeMay","satDemUK",-80.740643693578
"1071","profile_education_age","euRefTurnoutRetro",-75.2349221807849
"1072","natSecurityGrn","redistLab",-102.959087769799
"1073","partyIdStrength","infoSourceTV",-46.6304555436946
"1074","ldUnited","infoSourceTV",-20.9912272184229
"1075","pContactEday_10","partyContactLab_3",-107.618767796908
"1076","al2","lr4",-103.471316139672
"1077","natSecuritySelf","lr4",-103.574292376528
"1078","al1","al4",-89.9296965278845
"1079","al_scale","natSecurityLab",-68.2936629366304
"1080","lr2","partyIdStrength",-94.2119911133814
"1081","likeUKIP","effectsEUTrade",-91.6768324387085
"1082","effectsEUNHS","ukipUnited",-19.5270300149641
"1083","al3","euID4",-10.0195797042397
"1084","likeGrn","EUIntegrationGreen",-38.0702555356547
"1085","lr2","blackEquality",-79.3014497417025
"1086","gender","profile_socialgrade_cie",-82.9033956084531
"1087","EUIntegrationSelf","effectsEUEcon",-87.1926873785924
"1088","effectsEUImmigration","effectsEUEcon",-109.782065104737
"1089","al3","ptvLab",-101.132411862025
"1090","al4","natSecurityCon",-89.7942306578188
"1091","polAttention","pidInterestedOthers",-597.926430344443
